drug,agegroup,prescriptions,pubs,l1,l2,l3,l4,is_first,cui
Magnesium,3-10,0,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",1,C0024472
Magnesium,3-10,0,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024472
Magnesium,3-10,0,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024472
Magnesium,3-10,0,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024472
Magnesium,3-10,0,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024472
Magnesium,3-10,0,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024472
Magnesium,3-10,0,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024472
Magnesium,3-10,0,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024472
Magnesium,3-10,0,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0024472
Magnesium,3-10,0,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024472
Magnesium,3-10,0,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024472
Magnesium,3-10,0,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024472
Magnesium,3-10,0,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024472
Magnesium,3-10,0,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0024472
Magnesium,3-10,0,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024472
Magnesium,3-10,0,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024472
Magnesium,3-10,0,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024472
Magnesium,3-10,0,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0024472
Magnesium,3-10,20,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,3-10,20,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,3-10,20,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,3-10,20,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C1509560
Magnesium,3-10,20,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C1509560
Magnesium,3-10,20,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C1509560
Magnesium,3-10,20,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,3-10,20,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C1509560
Magnesium,3-10,20,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C1509560
Magnesium,3-10,20,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C1509560
Magnesium,3-10,20,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C1509560
Magnesium,3-10,20,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C1509560
Magnesium,3-10,20,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,3-10,20,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,3-10,20,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C1509560
Magnesium,3-10,20,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C1509560
Magnesium,3-10,20,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C1509560
Magnesium,3-10,20,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C1509560
Magnesium,3-10,49,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,3-10,49,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,3-10,49,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,3-10,49,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126777
Magnesium,3-10,49,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0126777
Magnesium,3-10,49,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,3-10,49,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126777
Magnesium,3-10,49,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0126777
Magnesium,3-10,49,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126777
Magnesium,3-10,49,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0126777
Magnesium,3-10,49,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,3-10,49,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126777
Magnesium,3-10,49,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126777
Magnesium,3-10,49,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0126777
Magnesium,3-10,49,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,3-10,49,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126777
Magnesium,3-10,49,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0126777
Magnesium,3-10,49,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126777
Magnesium,3-10,51,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,3-10,51,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,3-10,51,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024467
Magnesium,3-10,51,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024467
Magnesium,3-10,51,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,3-10,51,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024467
Magnesium,3-10,51,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,3-10,51,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024467
Magnesium,3-10,51,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0024467
Magnesium,3-10,51,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024467
Magnesium,3-10,51,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024467
Magnesium,3-10,51,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024467
Magnesium,3-10,51,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,3-10,51,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,3-10,51,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024467
Magnesium,3-10,51,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0024467
Magnesium,3-10,51,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024467
Magnesium,3-10,51,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0024467
Magnesium,3-10,126,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,3-10,126,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,3-10,126,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024480
Magnesium,3-10,126,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024480
Magnesium,3-10,126,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,3-10,126,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024480
Magnesium,3-10,126,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,3-10,126,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024480
Magnesium,3-10,126,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024480
Magnesium,3-10,126,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0024480
Magnesium,3-10,126,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024480
Magnesium,3-10,126,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024480
Magnesium,3-10,126,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,3-10,126,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024480
Magnesium,3-10,126,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024480
Magnesium,3-10,126,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0024480
Magnesium,3-10,126,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0024480
Magnesium,3-10,126,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,3-10,181,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,3-10,181,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,3-10,181,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126774
Magnesium,3-10,181,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0126774
Magnesium,3-10,181,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,3-10,181,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126774
Magnesium,3-10,181,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,3-10,181,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0126774
Magnesium,3-10,181,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126774
Magnesium,3-10,181,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0126774
Magnesium,3-10,181,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126774
Magnesium,3-10,181,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126774
Magnesium,3-10,181,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,3-10,181,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126774
Magnesium,3-10,181,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0126774
Magnesium,3-10,181,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126774
Magnesium,3-10,181,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,3-10,181,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0126774
Magnesium,3-10,229,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,3-10,229,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,3-10,229,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,3-10,229,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024476
Magnesium,3-10,229,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024476
Magnesium,3-10,229,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024476
Magnesium,3-10,229,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,3-10,229,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024476
Magnesium,3-10,229,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024476
