Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
pembrolizumab mk3475,pembrolizumab mk3475,pembrolizumab mk3475,C3658706,pembrolizumab,IN
pembrolizumab mk 3475,pembrolizumab mk 3475,pembrolizumab mk 3475,C3658706,pembrolizumab,IN
phenobarbital unknown,phenobarbital unknown,phenobarbital unknown,C0993613,Bar,DF
phenylephrine hcl 25,phenylephrine hcl 25,phenylephrine 25,C3249245,phenylephrine HCl 0.25 % Nasal Solution,PSN
phenytoin amallc,phenytoin amallc,phenytoin amallc,C0031507,phenytoin,IN
phenytoin sodium nonspecific,phenytoin sodium nonspecific,phenytoin nonspecific,C0031507,phenytoin,IN
phenytoin sodium non specific,phenytoin sodium non specific,phenytoin non specific,C0031507,phenytoin,IN
physostigmine,physostigmine,physostigmine,C0031849,physostigmine,IN
pipamperon,pipamperon,pipamperon,C0071098,pipamperone,IN
piperacilline tazobactam,piperacilline tazobactam,piperacilline tazobactam,C0250480,piperacillin / tazobactam,MIN
pletaal,pletaal,pletaal,C0722654,Pletal,BN
pletaal od tablets 50mg,pletaal od 50mg,pletaal od 50mg,,,
pms valproic acid,pms valproic acid,pms valproic acid,C0042291,valproic acid,PIN
polyethylene glycol 3350 powder,polyethylene glycol 3350 powder,polyethylene glycol 3350 powder,C0724672,polyethylene glycol 3350,IN
potassium chloride 04meqml,potassium chloride 04meqml,chloride 04meqml,C0032825,potassium chloride,IN
potassium chloride 3mmolml,potassium chloride 3mmolml,chloride 3mmolml,C0032825,potassium chloride,IN
potassium dih phosphate 1mmolml,potassium dih phosphate 1mmolml,dih 1mmolml,C0032821,potassium,IN
potassium chloride injection,potassium chloride,chloride,C0032825,potassium chloride,IN
pralia,pralia,pralia,,,
predniosne,predniosne,predniosne,C0032952,prednisone,IN
prednisolone unknown,prednisolone unknown,prednisolone unknown,C0722742,Prednisol,BN
prednisolone watson laboratories,prednisolone watson laboratories,prednisolone watson laboratories,C0722742,Prednisol,BN
prednisolone actavis,prednisolone actavis,prednisolone actavis,C0722742,Prednisol,BN
prednisolone tablets 5mg pfizer,prednisolone 5mg pfizer,prednisolone 5mg pfizer,C0722742,Prednisol,BN
prednisone watson laboratories,prednisone watson laboratories,prednisone watson laboratories,C0032952,prednisone,IN
prednisone tablets usp 5mg,prednisone usp 5mg,prednisone usp 5mg,C0032952,prednisone,IN
pregabaline,pregabaline,pregabaline,C0657912,pregabalin,IN
premia continuous,premia continuous,premia continuous,C0040238,tin,IN
prempro,prempro,prempro,C0722753,Prempro,BN
pristiq,pristiq,pristiq,C1871864,Pristiq,BN
proemend,proemend,proemend,C1175300,Emend,BN
profol spiva,profol spiva,profol spiva,,,
propofol propofol,propofol propofol,propofol propofol,C4282021,10 ML propofol 10 MG/ML Injection,SCD
propofol unknown,propofol unknown,propofol unknown,C0033487,propofol,IN
propofol claris 20 mgml emulsion inyectable y para perfusion efg,propofol claris 20 mgml emulsion inyectable y para perfusion efg,propofol claris 20 mgml emulsion inyectable y para perfusion efg,,,
propofol hospira,propofol hospira,propofol hospira,C0033487,propofol,IN
propranolol extended release capsules nonspecific,propranolol extended release nonspecific,propranolol extended release nonspecific,C0991508,Extended Release Suspension,DF
propranolol extended release capsules non specific,propranolol extended release non specific,propranolol extended release non specific,C0991508,Extended Release Suspension,DF
propyl alcohol,propyl alcohol,propyl alcohol,C0022237,isopropyl alcohol,IN
qpap,qpap,qpap,,,
qpap paracetamol,qpap paracetamol,qpap paracetamol,C0718194,Aceta,BN
qi xian,qi xian,qi xian,,,
qifumei,qifumei,qifumei,,,
qingfei paidu decoction,qingfei paidu decoction,qingfei paidu decoction,C3848571,bromide ion,IN
qinlock,qinlock,qinlock,C5245302,Qinlock,BN
qpap infants drops,qpap infants,qpap infants,,,
quadracel,quadracel,quadracel,C4018287,Quadracel,BN
quadramet,quadramet,quadramet,C0701498,Quadramet,BN
quasym,quasym,quasym,,,
quasym lp,quasym lp,quasym lp,,,
quattrovac,quattrovac,quattrovac,,,
qudexy xr,qudexy,qudexy,C3819108,Qudexy,BN
quercetin,quercetin,quercetin,C0034392,quercetin,IN
quetiapine quetiapine quetiapine,quetiapine quetiapine quetiapine,quetiapine quetiapine quetiapine,C2731595,24 HR quetiapine 150 MG Extended Release Oral Tablet,SCD
quetiapine 50mg,quetiapine 50mg,quetiapine 50mg,C1703081,QUEtiapine 50 MG,TMSY
quetiapine fumarate extendedrelease,quetiapine fumarate extendedrelease,quetiapine extendedrelease,C0220833,fumarate,IN
quetiapine tablets,quetiapine,quetiapine,C0123091,quetiapine,IN
quinacrine,quinacrine,quinacrine,C0034403,quinacrine,IN
quinine sulfate,quinine sulfate,quinine,C0034422,quinine sulfate,PIN
quit nits,quit nits,quit nits,,,
qulipta,qulipta,qulipta,C5558108,Qulipta,BN
qutenza,qutenza,qutenza,C2725082,Qutenza,BN
quviviq,quviviq,quviviq,C5573973,Quviviq,BN
qwo,qwo,qwo,C5440675,Qwo,BN
quetiapine agptc,quetiapine agptc,quetiapine agptc,C0123091,quetiapine,IN
quetiapine film coated tablet,quetiapine film coated,quetiapine film coated,C0123091,quetiapine,IN
quetiapine fumarate tablets,quetiapine fumarate,quetiapine,C0724680,quetiapine fumarate,PIN
rabbit anti human thymocyte immunoglobulin,rabbit anti human thymocyte immunoglobulin,rabbit anti human thymocyte immunoglobulin,,,
rabbit antihuman thymocyte immunoglobulin,rabbit antihuman thymocyte immunoglobulin,rabbit antihuman thymocyte immunoglobulin,,,
rabbit antithymocyte globulin,rabbit antithymocyte globulin,rabbit antithymocyte globulin,,,
rabbit antithymoglobuline,rabbit antithymoglobuline,rabbit antithymoglobuline,C0730920,Thymoglobulin,BN
rabbit atgthymoglobulin,rabbit atgthymoglobulin,rabbit atgthymoglobulin,C0730920,Thymoglobulin,BN
rabbit human antithymocyte immunoglobulin,rabbit human antithymocyte immunoglobulin,rabbit human antithymocyte immunoglobulin,,,
rabbitthymoglobulin,rabbitthymoglobulin,rabbitthymoglobulin,,,
rabefine,rabefine,rabefine,,,
rabeprazole sodium,rabeprazole sodium,rabeprazole,C0732569,rabeprazole sodium,PIN
rabipur,rabipur,rabipur,,,
rabit antithymocyte globulin,rabit antithymocyte globulin,rabit antithymocyte globulin,,,
racepinephrine 01523701,racepinephrine 01523701,racepinephrine 01523701,C0014563,epinephrine,IN
rad 666 rad 001a,rad 666 rad 001a,rad 666 rad 001a,,,
rad001,rad001,rad001,,,
rad001m,rad001m,rad001m,,,
radiation therapy,radiation therapy,radiation therapy,C3848571,bromide ion,IN
radiation therapy nos,radiation therapy nos,radiation therapy nos,C3848571,bromide ion,IN
radicut,radicut,radicut,,,
radicut bag for iv infusion 30mg,radicut bag for iv infusion 30mg,radicut bag for iv infusion 30mg,,,
radiprodil,radiprodil,radiprodil,C1588638,Dipro,BN
radium ra 223 dichloride,radium ra 223 dichloride,radium ra 223 dichloride,C0006686,calcium chloride,IN
ragwitek,ragwitek,ragwitek,C3819094,Ragwitek,BN
raltegravir potassium raltegravir potassium tablet,raltegravir potassium raltegravir potassium,raltegravir raltegravir,C3254879,ISENTRESS 100 MG (raltegravir potassium 108.6 MG) Chewable Tablet,SY
raltitrexed,raltitrexed,raltitrexed,C0677667,raltitrexed,IN
ramelteon,ramelteon,ramelteon,C1565316,ramelteon,IN
ramucirumab,ramucirumab,ramucirumab,C2742502,ramucirumab,IN
ramucirumab recombinant,ramucirumab recombinant,ramucirumab recombinant,C2742502,ramucirumab,IN
ranexa,ranexa,ranexa,C1174784,Ranexa,BN
ranimustine,ranimustine,ranimustine,C0040238,tin,IN
ranitic,ranitic,ranitic,,,
ranitic injekt,ranitic injekt,ranitic injekt,,,
ranitidina apotex comprimidos recubiertos,ranitidina apotex comprimidos recubiertos,ranitidina apotex comprimidos recubiertos,,,
ranitidine anda 209859,ranitidine anda 209859,ranitidine anda 209859,C0034665,ranitidine,IN
ranitidine manufacturer unknown,ranitidine manufacturer unknown,ranitidine manufacturer unknown,C0034665,ranitidine,IN
ranitidine 15mgml 75mg5ml caraco,ranitidine 15mgml 75mg5ml caraco,ranitidine 15mgml 75mg5ml caraco,C0939777,Carac,BN
ranitidine 15mgml syrup silarx pharm,ranitidine 15mgml silarx pharm,ranitidine 15mgml silarx pharm,C0034665,ranitidine,IN
ranitidine hcl,ranitidine hcl,ranitidine,C0034665,ranitidine,IN
ranitidine hexal,ranitidine hexal,ranitidine hexal,C0034665,ranitidine,IN
ranmark,ranmark,ranmark,,,
ranmark subcutaneous injection 120mg,ranmark subcutaneous 120mg,ranmark subcutaneous 120mg,,,
ranolazine,ranolazine,ranolazine,C0073633,ranolazine,IN
rapaflo,rapaflo,rapaflo,C2366232,Rapaflo,BN
rapamycin,rapamycin,rapamycin,C0721859,Myci,BN
rapiacta,rapiacta,rapiacta,,,
rapifen,rapifen,rapifen,C0360775,alfentanil 0.1 MG/ML Injectable Solution [Rapifen Concentrate],SBD
rapifen 00109201,rapifen 00109201,rapifen 00109201,,,
rasagiline mesilate,rasagiline mesilate,rasagiline mesilate,C1615645,rasagiline mesylate,PIN
rasagiline mesylate,rasagiline mesylate,rasagiline,C1615645,rasagiline mesylate,PIN
rasburicase,rasburicase,rasburicase,C0937932,rasburicase,IN
rasburicase recombinant,rasburicase recombinant,rasburicase recombinant,C0937932,rasburicase,IN
rasilez,rasilez,rasilez,,,
rasuritek,rasuritek,rasuritek,,,
rasuritek 15mg,rasuritek 15mg,rasuritek 15mg,,,
rasuvo,rasuvo,rasuvo,C3848678,Rasuvo,BN
ravonal,ravonal,ravonal,,,
ravulizumab,ravulizumab,ravulizumab,C4550350,ravulizumab,IN
rayos,rayos,rayos,C3475334,Rayos,BN
rbx topiramate,rbx topiramate,rbx topiramate,C0076829,topiramate,IN
reactine cetirizine dihydrochloride,reactine cetirizine dihydrochloride,reactine cetirizine dihydrochloride,C0055147,cetirizine,IN
reactine cetirizine hydrochloride,reactine cetirizine hydrochloride,reactine cetirizine,C0700480,cetirizine hydrochloride,PIN
readicat2,readicat2,readicat2,,,
rebamipide,rebamipide,rebamipide,,,
recarbrio,recarbrio,recarbrio,C5196210,Recarbrio,BN
reclast,reclast,reclast,C1948540,Reclast,BN
recombinant human growth hormone rhgh,recombinant human growth hormone rhgh,recombinant human growth hormone rhgh,,,
recombinant human igfi increlex 10mgml mecasermin mecasermin,recombinant human igfi increlex 10mgml mecasermin mecasermin,recombinant human igfi increlex 10mgml mecasermin mecasermin,C1612192,Increlex,BN
recombinant human interferon alpha 1b,recombinant human interferon alpha 1b,recombinant human interferon alpha 1b,,,
recombinant human interferon alpha 2b,recombinant human interferon alpha 2b,recombinant human interferon alpha 2b,,,
recombinant human interferon beta2b,recombinant human interferon beta2b,recombinant human interferon beta2b,,,
recombinant human interleukin 2 unspecified,recombinant human interleukin 2 unspecified,recombinant human interleukin 2 unspecified,,,
recombinate 250 iu,recombinate 250 iu,recombinate 250 iu,C0218182,Recombinate,BN
recombinate fviia,recombinate fviia,recombinate fviia,C0218182,Recombinate,BN
recothrom,recothrom,recothrom,C2348781,Recothrom,BN
reductospezial,reductospezial,reductospezial,,,
refacto af,refacto af,refacto af,,,
refixia nonacog beta pegol,refixia nonacog beta pegol,refixia nonacog beta pegol,,,
reflex,reflex,reflex,C4554268,Cuscuta reflexa extract,IN
refresh liquigel,refresh liquigel,refresh liquigel,C0017243,Gel,DF
refresh plus,refresh plus,refresh plus,,,
regaine frauen 2,regaine frauen 2,regaine frauen 2,,,
regen cov,regen cov,regen cov,,,
regular insulinns 100ml 1 unitml compounded uh pharmacy,regular insulinns 100ml 1 unitml compounded uh pharmacy,regular insulinns 100ml 1 unitml compounded uh pharmacy,,,
reguneal hca,reguneal hca,reguneal hca,,,
relafen,relafen,relafen,C0701331,Relafen,BN
relatlimab,relatlimab,relatlimab,C4724799,relatlimab,IN
relenza,relenza,relenza,C0876148,Relenza,BN
relistor,relistor,relistor,C2343585,Relistor,BN
relugolix,relugolix,relugolix,C3896936,relugolix,IN
remdesevir,remdesevir,remdesevir,C4726677,remdesivir,IN
remdesevir 100mg,remdesevir 100mg,remdesevir 100mg,C5242374,remdesivir 100 MG Injection,SCD
remdesivir 80mg,remdesivir 80mg,remdesivir 80mg,C4726677,remdesivir,IN
remdesivir iv 04 mgml,remdesivir iv 04 mgml,remdesivir iv 04 mgml,C4726677,remdesivir,IN
remdesivir loading dose 200mg then 100mg,remdesivir loading dose 200mg then 100mg,remdesivir loading dose 200mg then 100mg,C4726677,remdesivir,IN
remifentanil manufacturer unknown,remifentanil manufacturer unknown,remifentanil manufacturer unknown,C0246631,remifentanil,IN
remifentanilremifentanil hydrochloride,remifentanilremifentanil hydrochloride,remifentanilremifentanil,C0006686,calcium chloride,IN
reminyl,reminyl,reminyl,,,
remodulin 25 milligrammilliliters injection for infusion treprostinil sodium,remodulin 25 milligrammilliliters for infusion treprostinil sodium,remodulin 25 milligrammilliliters for infusion treprostinil,C1101501,Remodulin,BN
remodulin treprostinil sodium injection 1mgml,remodulin treprostinil sodium 1mgml,remodulin treprostinil 1mgml,C1101501,Remodulin,BN
remodulin treprostinil sodium injection 25mgml,remodulin treprostinil sodium 25mgml,remodulin treprostinil 25mgml,C1101501,Remodulin,BN
remsima,remsima,remsima,,,
renagel,renagel,renagel,C0526563,RenaGel,BN
renivace,renivace,renivace,,,
reopro,reopro,reopro,C0592046,ReoPro,BN
replagal,replagal,replagal,,,
repotrectinib,repotrectinib,repotrectinib,C4524909,repotrectinib,IN
repriman,repriman,repriman,,,
reslizumab,reslizumab,reslizumab,C1869620,reslizumab,IN
resprim forte,resprim forte,resprim forte,,,
restasis,restasis,restasis,C1170584,Restasis,BN
restoralax,restoralax,restoralax,C0991533,Oral Capsule,DF
retacrit,retacrit,retacrit,C3642486,Retacrit,BN
rethymic,rethymic,rethymic,C5762079,Rethymic,BN
retinoic acid,retinoic acid,retinoic acid,C0040238,tin,IN
retinoic acid tretinoin,retinoic acid tretinoin,retinoic acid tretinoin,C0040238,tin,IN
retisert,retisert,retisert,C1615794,Retisert,BN
reumaflex 00113802,reumaflex 00113802,reumaflex 00113802,,,
revlimid lenalidomide capsules,revlimid lenalidomide,revlimid lenalidomide,C1702693,lenalidomide 10 MG [Revlimid],SBDC
rexall tm,rexall tm,rexall tm,C2722378,Exall,BN
rezafungin acetate,rezafungin acetate,rezafungin,C4726688,rezafungin acetate,PIN
rezurock,rezurock,rezurock,C5545150,Rezurock,BN
rfviiifc,rfviiifc,rfviiifc,,,
rheomacrodex 10 izotonik nacl,rheomacrodex 10 izotonik nacl,rheomacrodex 10 izotonik nacl,C0024416,Macrodex,BN
rheumatrex,rheumatrex,rheumatrex,C1513197,Rheumatrex,BN
rhinocort,rhinocort,rhinocort,C0678163,Rhinocort,BN
rhinocort aqua,rhinocort aqua,rhinocort aqua,C0592056,Rhinocort Aqua,BN
rhinomaxil,rhinomaxil,rhinomaxil,C1330345,INOmax,BN
rhubarb,rhubarb,rhubarb,C0993613,Bar,DF
riamet,riamet,riamet,C0981492,HCTZ 25 MG / triameterene 50 MG Oral Tablet,SY
riastap,riastap,riastap,C2587183,RiaSTAP,BN
ribasphere,ribasphere,ribasphere,C1564336,Ribasphere,BN
ribavirin ribavirin,ribavirin ribavirin,ribavirin ribavirin,C1186936,ribavirin 100 MG,SCDC
ribavirine,ribavirine,ribavirine,C0035525,ribavirin,IN
ribomunyl bacterial ribosome fractionklebsiella pneumoniae,ribomunyl bacterial ribosome fractionklebsiella pneumoniae,ribomunyl bacterial ribosome fractionklebsiella pneumoniae,C0001699,Klebsiella pneumoniae,IN
ribomustin,ribomustin,ribomustin,C0040238,tin,IN
rid 123 system,rid 123 system,rid 123 system,C0073361,RID,BN
rifadine 00146901,rifadine 00146901,rifadine 00146901,C0699924,Rifadin,BN
rifadine 00146902,rifadine 00146902,rifadine 00146902,C0699924,Rifadin,BN
rifadine rifampicin,rifadine rifampicin,rifadine rifampicin,C0699924,Rifadin,BN
rifampicin capsules,rifampicin,rifampicin,C0035608,rifampicin,SY
rifampicin sandoz,rifampicin sandoz,rifampicin sandoz,C0035608,rifampicin,SY
rifampicinisoniazidpyrazinamideethambutol hydrochloride,rifampicinisoniazidpyrazinamideethambutol hydrochloride,rifampicinisoniazidpyrazinamideethambutol,C0006686,calcium chloride,IN
rifampicinpyrazinamideisoniazidethambutol,rifampicinpyrazinamideisoniazidethambutol,rifampicinpyrazinamideisoniazidethambutol,C0014964,ethambutol,IN
rifampicine,rifampicine,rifampicine,C0035608,rifampicin,SY
rifampin rifampin unknown,rifampin rifampin unknown,rifampin rifampin unknown,C0035608,rifampin,IN
rifampin 10 mgml,rifampin 10 mgml,rifampin 10 mgml,C1129659,rifAMPin 20 MG/ML,TMSY
rifater,rifater,rifater,C0254617,Rifater,BN
rilatine,rilatine,rilatine,C0040238,tin,IN
rilmazafone,rilmazafone,rilmazafone,,,
rilonacept,rilonacept,rilonacept,C2343589,rilonacept,IN
riluzole,riluzole,riluzole,C0073379,riluzole,IN
rimatil,rimatil,rimatil,,,
rimegepant,rimegepant,rimegepant,C4519126,rimegepant,IN
rimifon,rimifon,rimifon,,,
rinderon betamethasone sodium phosphate,rinderon betamethasone sodium phosphate,rinderon betamethasone,C0700603,betamethasone sodium phosphate,PIN
rinderon betamethasone,rinderon betamethasone,rinderon betamethasone,C0005308,betamethasone,IN
rinlaxer,rinlaxer,rinlaxer,,,
riociguat,riociguat,riociguat,C2717561,riociguat,IN
riomet,riomet,riomet,C1330510,Riomet,BN
riomet er,riomet,riomet,C1330510,Riomet,BN
risankizumab,risankizumab,risankizumab,C4505511,risankizumab,IN
risedronate sodium,risedronate sodium,risedronate,C0166025,risedronate sodium,PIN
risedronate sodium bp,risedronate sodium bp,risedronate bp,C0166025,risedronate sodium,PIN
risedronate sodium hemipentahydrate,risedronate sodium hemipentahydrate,risedronate hemipentahydrate,C3500827,risedronate sodium hemi-pentahydrate,PIN
risedronate sodium unk,risedronate sodium unk,risedronate unk,C0166025,risedronate sodium,PIN
risedronic acid,risedronic acid,risedronic acid,C0140610,risedronic acid,IN
risperdal consta lp,risperdal consta lp,risperdal consta lp,C0592071,RisperDAL,TMSY
risperdaloro,risperdaloro,risperdaloro,C3474139,Alo,BN
risperdione,risperdione,risperdione,C0073393,risperidone,IN
risperidona,risperidona,risperidona,C0073393,risperidone,IN
risperidone nonspecific,risperidone nonspecific,risperidone nonspecific,C0073361,RID,BN
risperidone risperidone,risperidone risperidone,risperidone risperidone,C1127432,risperiDONE 0.25 MG,TMSY
