Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
Levalbuterol Tartrate,levalbuterol tartrate,levalbuterol,C1576818,levalbuterol tartrate,PIN
Levetiracetam,levetiracetam,levetiracetam,C0377265,levetiracetam,IN
Levobunolol Hydrochloride,levobunolol hydrochloride,levobunolol,C0733365,levobunolol hydrochloride,PIN
Levocarnitine,levocarnitine,levocarnitine,C0087163,levocarnitine,IN
Levocarnitine Hydrochloride,levocarnitine hydrochloride,levocarnitine,C2927611,levocarnitine hydrochloride,PIN
Levocetirizine Dihydrochloride,levocetirizine dihydrochloride,levocetirizine dihydrochloride,C1321643,levocetirizine dihydrochloride,PIN
Levodopa,levodopa,levodopa,C0023570,levodopa,IN
Levofloxacin,levofloxacin,levofloxacin,C0282386,levofloxacin,IN
Levomefolate Ca;Estrogen/Progestin/Folate Combinat,levomefolate ca estrogen/progestin/folate combinat,levomefolate ca estrogen/progestin/folate combinat,C2939773,levomefolate,IN
Levomefolate Ca/Methylcobalamin/Pyridoxal Phos,levomefolate ca/methylcobalamin/pyridoxal phos,levomefolate ca/methylcobalamin/pyridoxal phos,C0178638,folate,IN
Levomefolate Calcium,levomefolate calcium,levomefolate,C2828271,levomefolate calcium,PIN
Levomefolate Calcium/Schizochytrium,levomefolate calcium/schizochytrium,levomefolate calcium/schizochytrium,C0006675,calcium,IN
Levomilnacipran Hydrochloride,levomilnacipran hydrochloride,levomilnacipran,C3663521,levomilnacipran hydrochloride,PIN
Levomilnacipran Hydrochloride;Levomilnacipran Hydr,levomilnacipran hydrochloride levomilnacipran hydr,levomilnacipran levomilnacipran hydr,C0006686,calcium chloride,IN
Levonorgestrel,levonorgestrel,levonorgestrel,C0023566,levonorgestrel,IN
Levorphanol Tartrate,levorphanol tartrate,levorphanol,C0596008,levorphanol tartrate,PIN
Levothyroxine Sodium,levothyroxine sodium,levothyroxine,C0079691,levothyroxine sodium,PIN
Levothyroxine Sodium/Liothyronine Sodium,levothyroxine sodium/liothyronine sodium,levothyroxine sodium/liothyronine,C5834995,levothyroxine sodium / liothyronine sodium Oral Tablet,SCDFP
Lidocaine,lidocaine,lidocaine,C0023660,lidocaine,IN
Lidocaine Hydrochloride,lidocaine hydrochloride,lidocaine,C0309401,lidocaine hydrochloride Injection,SCDFP
"Lidocaine Hydrochloride;Cream, Multi Ingredient",lidocaine hydrochloride multi ingredient,lidocaine multi ingredient,C0006686,calcium chloride,IN
Lidocaine;Prilocaine;Cream Base,lidocaine prilocaine base,lidocaine prilocaine base,C0617623,lidocaine / prilocaine,MIN
Lidocaine/Menthol,lidocaine/menthol,lidocaine/menthol,C2929717,lidocaine / menthol,MIN
Lidocaine/Menthol/Methyl Salicylate,lidocaine/menthol/methyl salicylate,lidocaine/menthol/methyl salicylate,C3152335,lidocaine / menthol / methyl salicylate,MIN
Lidocaine/Prilocaine,lidocaine/prilocaine,lidocaine/prilocaine,C0617623,lidocaine / prilocaine,MIN
Lidocaine/Tetracaine,lidocaine/tetracaine,lidocaine/tetracaine,C1628498,lidocaine / tetracaine,MIN
Lifitegrast,lifitegrast,lifitegrast,C3713860,lifitegrast,IN
Linaclotide,linaclotide,linaclotide,C2000261,linaclotide,IN
Linagliptin,linagliptin,linagliptin,C2746078,linagliptin,IN
Linagliptin/Metformin Hydrochloride,linagliptin/metformin hydrochloride,linagliptin/metformin,C5836548,linagliptin / metFORMIN hydrochloride Oral Tablet,TMSY
Lincomycin Hydrochloride,lincomycin hydrochloride,lincomycin,C0282219,lincomycin hydrochloride,PIN
Lindane,lindane,lindane,C0005038,lindane,IN
Linezolid,linezolid,linezolid,C0663241,linezolid,IN
Liothyronine Sodium,liothyronine sodium,liothyronine,C0546882,liothyronine sodium,PIN
Lipase,lipase,lipase,C0023764,lipase,IN
Liquid Base,liquid base,liquid base,C1697794,Liquid,DF
Liraglutide,liraglutide,liraglutide,C1456408,liraglutide,IN
Lisdexamfetamine Dimesylate,lisdexamfetamine dimesylate,lisdexamfetamine dimesylate,C1739826,lisdexamfetamine dimesylate,PIN
Lisinopril,lisinopril,lisinopril,C0065374,lisinopril,IN
Lithium Carbonate,lithium carbonate,lithium carbonate,C0085217,lithium carbonate,IN
Lithium Citrate,lithium citrate,lithium citrate,C0125997,lithium citrate,IN
Lodoxamide Tromethamine,lodoxamide tromethamine,lodoxamide tromethamine,C0065148,lodoxamide tromethamine,PIN
Lofexidine,lofexidine,lofexidine,C0065152,lofexidine,IN
Lomustine,lomustine,lomustine,C0023972,lomustine,IN
Lonafarnib,lonafarnib,lonafarnib,C1257385,lonafarnib,IN
Lonapegsomatropin-tcgd,lonapegsomatropin-tcgd,lonapegsomatropin-tcgd,C5553578,lonapegsomatropin-tcgd,PIN
Loperamide Hydrochloride,loperamide hydrochloride,loperamide,C0282221,loperamide hydrochloride,PIN
Loperamide Hydrochloride/Simethicone,loperamide hydrochloride/simethicone,loperamide hydrochloride/simethicone,C4719938,loperamide hydrochloride / simethicone Oral Tablet,SCDFP
Lopinavir/Ritonavir,lopinavir/ritonavir,lopinavir/ritonavir,C0939237,lopinavir / ritonavir,MIN
Loratadine,loratadine,loratadine,C0065180,loratadine,IN
Loratadine/Pseudoephedrine Sulfate,loratadine/pseudoephedrine sulfate,loratadine/pseudoephedrine,C5837116,loratadine / pseudoephedrine sulfate Oral Tablet,SCDFP
Lorazepam,lorazepam,lorazepam,C0024002,lorazepam,IN
Lorcaserin Hydrochloride,lorcaserin hydrochloride,lorcaserin,C2697942,lorcaserin hydrochloride,PIN
Lorlatinib,lorlatinib,lorlatinib,C4080091,lorlatinib,IN
Losartan Potassium,losartan potassium,losartan,C0700492,losartan potassium,PIN
Loteprednol Etabonate,loteprednol etabonate,loteprednol etabonate,C0126177,loteprednol etabonate,IN
Loteprednol Etabonate/Tobramycin,loteprednol etabonate/tobramycin,loteprednol etabonate/tobramycin,C2930037,loteprednol etabonate / tobramycin,MIN
Lotilaner,lotilaner,lotilaner,C4550692,lotilaner,IN
"Lotion, Multi Ingredient",lotion multi ingredient,lotion multi ingredient,C3848571,bromide ion,IN
Lovastatin,lovastatin,lovastatin,C0024027,lovastatin,IN
Loxapine Succinate,loxapine succinate,loxapine,C0024057,loxapine succinate,PIN
"Lozenge, Multi Ingredient",lozenge multi ingredient,lozenge multi ingredient,,,
Lubiprostone,lubiprostone,lubiprostone,C1684405,lubiprostone,IN
Luliconazole,luliconazole,luliconazole,C1956280,luliconazole,IN
Lumasiran,lumasiran,lumasiran,C5418443,lumasiran,IN
Lumateperone,lumateperone,lumateperone,C4305843,lumateperone,IN
Lurasidone Hydrochloride,lurasidone hydrochloride,lurasidone,C2697950,lurasidone hydrochloride,PIN
Lysine,lysine,lysine,C0024337,lysine,IN
Lysine Hydrochloride,lysine hydrochloride,lysine,C0024340,lysine hydrochloride,PIN
Macimorelin,macimorelin,macimorelin,C2986922,macimorelin,IN
Macitentan,macitentan,macitentan,C2606556,macitentan,IN
Mafenide Acetate,mafenide acetate,mafenide,C0024453,mafenide acetate,PIN
Magnesium,magnesium,,C0024467,magnesium,IN
Magnesium Chloride,magnesium chloride,chloride,C0024472,magnesium chloride,IN
Magnesium Citrate,magnesium citrate,citrate,C0126774,magnesium citrate,IN
Magnesium Gluconate,magnesium gluconate,gluconate,C0126777,magnesium gluconate,IN
Magnesium Glycinate,magnesium glycinate,glycinate,C1509560,magnesium glycinate,IN
Magnesium Hydroxide,magnesium hydroxide,hydroxide,C0024476,magnesium hydroxide,IN
Magnesium Oxide,magnesium oxide,oxide,C0024477,magnesium oxide,IN
Magnesium Sulfate,magnesium sulfate,,C0024480,magnesium sulfate,IN
Magnesium Sulfate/Potassium Sulfate/Sodium Sulfate,magnesium sulfate/potassium sulfate/sodium sulfate,sulfate/potassium sulfate/sodium,C2928724,magnesium sulfate / potassium sulfate / sodium sulfate,MIN
Malathion,malathion,malathion,C0024547,malathion,IN
Mannitol,mannitol,mannitol,C0024730,mannitol,IN
Mannitol/Sorbitol,mannitol/sorbitol,mannitol/sorbitol,C0717904,mannitol / sorbitol,MIN
Maprotiline Hydrochloride,maprotiline hydrochloride,maprotiline,C0700455,maprotiline hydrochloride,PIN
Maralixibat,maralixibat,maralixibat,C5418448,maralixibat,IN
Maraviroc,maraviroc,maraviroc,C1667052,maraviroc,IN
Maribavir,maribavir,maribavir,C1508759,maribavir,IN
"Mask, Face",mask face,mask face,,,
Mavacamten,mavacamten,mavacamten,C4742219,mavacamten,IN
"Measles, Mumps, and Rubella Virus Vaccine, Live",measles mumps and rubella virus vaccine live,measles mumps and rubella virus vaccine live,C0710716,"M-M-R II, Measles, Mumps, and Rubella Virus Vaccine Live 0.5 ML Injection",SY
"Measles, Mumps, Rubella and Varicella Vaccine Live",measles mumps rubella and varicella vaccine live,measles mumps rubella and varicella vaccine live,C2364510,"measles, mumps, rubella and varicella virus vaccine live 0.5 ML Injection",SY
Mebendazole,mebendazole,mebendazole,C0025023,mebendazole,IN
Mecamylamine Hydrochloride,mecamylamine hydrochloride,mecamylamine,C0304526,mecamylamine hydrochloride,PIN
Mecasermin,mecasermin,mecasermin,C0904505,mecasermin,IN
Mechlorethamine Hydrochloride,mechlorethamine hydrochloride,mechlorethamine,C0600266,mechlorethamine hydrochloride,PIN
Meclizine Hydrochloride,meclizine hydrochloride,meclizine,C0282227,meclizine hydrochloride,PIN
Meclofenamate Sodium,meclofenamate sodium,meclofenamate,C0025041,meclofenamate sodium,PIN
Medical Food,medical food,medical food,,,
Medium Chain Triglycerides,medium chain triglycerides,medium chain triglycerides,C0724624,medium chain triglycerides,IN
Medroxyprogesterone Acetate,medroxyprogesterone acetate,medroxyprogesterone,C0065864,medroxyprogesterone acetate,PIN
Mefenamic Acid,mefenamic acid,mefenamic acid,C0025152,mefenamic acid,PIN
Mefloquine Hydrochloride,mefloquine hydrochloride,mefloquine,C0282398,mefloquine hydrochloride,PIN
Megestrol Acetate,megestrol acetate,megestrol,C0065879,megestrol acetate,PIN
Melatonin,melatonin,melatonin,C0025219,melatonin,IN
Melatonin/Pyridoxine,melatonin/pyridoxine,melatonin/pyridoxine,C2929255,melatonin / pyridoxine,MIN
Meloxicam,meloxicam,meloxicam,C0083381,meloxicam,IN
Melphalan Hydrochloride,melphalan hydrochloride,melphalan,C0771055,melphalan hydrochloride,PIN
Memantine HCl;Memantine HCl;Memantine HCl;Memantin,memantine hcl memantine hcl memantine hcl memantin,memantine memantine memantine memantin,C0025242,memantine,IN
Memantine Hydrochloride,memantine hydrochloride,memantine,C0771988,memantine hydrochloride,PIN
Memantine Hydrochloride;Memantine Hydrochloride,memantine hydrochloride memantine hydrochloride,memantine memantine,C2918895,24 HR memantine hydrochloride 14 MG Extended Release Oral Capsule,SCD
Meningococcal Oligosaccharide Vac Diphtheria Conj,meningococcal oligosaccharide vac diphtheria conj,meningococcal oligosaccharide vac diphtheria conj,,,
Meningococcal Polysaccharide Vac Diphtheria Conj,meningococcal polysaccharide vac diphtheria conj,meningococcal polysaccharide vac diphtheria conj,,,
Meningococcal Polysaccharide Vaccine,meningococcal polysaccharide vaccine,meningococcal polysaccharide vaccine,C0982275,meningococcal polysaccharide vaccine group W-135,IN
"Meningococcal Vac, Tetanus Conjugate, Quadrivalent",meningococcal vac tetanus conjugate quadrivalent,meningococcal vac tetanus conjugate quadrivalent,,,
"Meningococcal Vaccine, Group B",meningococcal vaccine group b,meningococcal vaccine group b,C3859491,meningococcal group B vaccine,IN
Menthol,menthol,menthol,C0025368,menthol,IN
Menthol/Methyl Salicylate,menthol/methyl salicylate,menthol/methyl salicylate,C1445771,menthol / methyl salicylate,MIN
Menthol/Zinc Oxide,menthol/zinc oxide,menthol/zinc oxide,C2342892,menthol / zinc oxide,MIN
Meperidine Hydrochloride,meperidine hydrochloride,meperidine,C0353148,meperidine hydrochloride,PIN
Mepolizumab,mepolizumab,mepolizumab,C0969324,mepolizumab,IN
Meprobamate,meprobamate,meprobamate,C0025386,meprobamate,IN
Mercaptopurine,mercaptopurine,mercaptopurine,C0000618,mercaptopurine,IN
Meropenem,meropenem,meropenem,C0066005,meropenem,IN
Mesalamine,mesalamine,mesalamine,C0127615,mesalamine,IN
Mesna,mesna,mesna,C0000294,mesna,IN
Mestranol/Norethindrone;Placebo,mestranol/norethindrone placebo,mestranol/norethindrone placebo,C0025506,mestranol,IN
Metaproterenol Sulfate,metaproterenol sulfate,metaproterenol,C0025573,metaproterenol sulfate,PIN
Metaxalone,metaxalone,metaxalone,C0163055,metaxalone,IN
"Meter, Peak Flow, Spirometry",meter peak flow spirometry,meter peak flow spirometry,,,
Metformin Hydrochloride,metformin hydrochloride,metformin,C0770893,metformin hydrochloride,PIN
Metformin Hydrochloride/Pioglitazone Hydrochloride,metformin hydrochloride/pioglitazone hydrochloride,metformin hydrochloride/pioglitazone,C0006686,calcium chloride,IN
Metformin Hydrochloride/Saxagliptin Hydrochloride,metformin hydrochloride/saxagliptin hydrochloride,metformin hydrochloride/saxagliptin,C0006686,calcium chloride,IN
Metformin Hydrochloride/Sitagliptin Phosphate,metformin hydrochloride/sitagliptin phosphate,metformin hydrochloride/sitagliptin,C0006686,calcium chloride,IN
Methacholine Chloride,methacholine chloride,methacholine chloride,C0079829,methacholine chloride,PIN
Methadone Hydrochloride,methadone hydrochloride,methadone,C0721688,methadone hydrochloride,PIN
Methamphetamine Hydrochloride,methamphetamine hydrochloride,methamphetamine,C0282233,methamphetamine hydrochloride,PIN
Methazolamide,methazolamide,methazolamide,C0025631,methazolamide,IN
Methenamine Hippurate,methenamine hippurate,methenamine hippurate,C0066105,methenamine hippurate,PIN
Methenamine Mandelate,methenamine mandelate,methenamine mandelate,C0609436,methenamine mandelate,PIN
Methimazole,methimazole,methimazole,C0025644,methimazole,IN
Methionine,methionine,methionine,C0025646,methionine,IN
Methocarbamol,methocarbamol,methocarbamol,C0025659,methocarbamol,IN
Methotrexate,methotrexate,methotrexate,C0025677,methotrexate,IN
Methotrexate Sodium,methotrexate sodium,methotrexate,C0949359,methotrexate sodium,PIN
Methoxsalen,methoxsalen,methoxsalen,C0025684,methoxsalen,IN
Methscopolamine Bromide,methscopolamine bromide,methscopolamine,C0141756,methscopolamine bromide,PIN
Methsuximide,methsuximide,methsuximide,C0109002,methsuximide,IN
Methylcellulose,methylcellulose,methylcellulose,C0025729,methylcellulose,IN
Methylcobalamin,methylcobalamin,methylcobalamin,C0059747,ethyl acetate,IN
Methyldopa,methyldopa,methyldopa,C0025741,methyldopa,IN
Methylene Blue,methylene blue,methylene blue,C0025746,methylene blue,IN
Methylergonovine Maleate,methylergonovine maleate,methylergonovine maleate,C0289432,methylergonovine maleate,PIN
Methylnaltrexone Bromide,methylnaltrexone bromide,methylnaltrexone,C2343921,methylnaltrexone bromide,PIN
Methylparaben,methylparaben,methylparaben,C0066415,methylparaben,IN
Methylphenidate,methylphenidate,methylphenidate,C0025810,methylphenidate,IN
Methylphenidate Hydrochloride,methylphenidate hydrochloride,methylphenidate,C0700545,methylphenidate hydrochloride,PIN
Methylprednisolone,methylprednisolone,methylprednisolone,C0025815,methylprednisolone,IN
Methylprednisolone Acetate,methylprednisolone acetate,methylprednisolone,C0309470,methylprednisolone acetate Injection,SCDFP
Methylprednisolone Sodium Succinate,methylprednisolone sodium succinate,methylprednisolone,C0700546,methylprednisolone sodium succinate,PIN
"Methyltestosterone, Micronized",methyltestosterone micronized,methyltestosterone micronized,C0059747,ethyl acetate,IN
Metoclopramide Hydrochloride,metoclopramide hydrochloride,metoclopramide,C0887128,metoclopramide hydrochloride,PIN
Metolazone,metolazone,metolazone,C0025854,metolazone,IN
Metoprolol Succinate,metoprolol succinate,metoprolol,C0724633,metoprolol succinate,PIN
Metoprolol Tartrate,metoprolol tartrate,metoprolol,C0700548,metoprolol tartrate,PIN
Metreleptin,metreleptin,metreleptin,C0961965,metreleptin,IN
Metronidazole,metronidazole,metronidazole,C0025872,metronidazole,IN
Metronidazole Benzoate,metronidazole benzoate,metronidazole benzoate,C0353490,metronidazole benzoate,PIN
"Metronidazole Benzoate;Suspension, Multi Ingredien",metronidazole benzoate multi ingredien,metronidazole benzoate multi ingredien,C0220795,benzoate,IN
Metronidazole;Cleanser,metronidazole cleanser,metronidazole cleanser,C2980942,Azo,BN
Metyrapone,metyrapone,metyrapone,C0025876,metyrapone,IN
Metyrosine,metyrosine,metyrosine,C0886584,metyrosine,IN
Mexiletine Hydrochloride,mexiletine hydrochloride,mexiletine,C0543459,mexiletine hydrochloride,PIN
Mg Cl/K Cl/Na Ace/Na Cl/Na Gluconate,mg cl/k cl/na ace/na cl/na gluconate,mg cl/k cl/na ace/na cl/na gluconate,C0006699,calcium gluconate,IN
Mg Sulf/K Cl/Na Sulf,mg sulf/k cl/na sulf,mg sulf/k cl/na sulf,,,
Micafungin Sodium,micafungin sodium,micafungin,C1576821,micafungin sodium,PIN
Miconazole,miconazole,miconazole,C0025942,miconazole,IN
Miconazole Nitrate,miconazole nitrate,miconazole,C0086620,miconazole nitrate,PIN
Miconazole Nitrate;Miconazole Nitrate,miconazole nitrate miconazole nitrate,miconazole miconazole,C5234987,{3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream) } Pack,GPCK
"Miconazole Nitrate/Petrolatum, White/Zinc Oxide",miconazole nitrate/petrolatum white/zinc oxide,miconazole nitrate/petrolatum white/zinc oxide,C4530549,Conazol,BN
Midazolam,midazolam,midazolam,C0026056,midazolam,IN
Midazolam Hydrochloride,midazolam hydrochloride,midazolam,C0700457,midazolam hydrochloride,PIN
Midodrine Hydrochloride,midodrine hydrochloride,midodrine,C0733394,midodrine hydrochloride,PIN
Midostaurin,midostaurin,midostaurin,C0526371,midostaurin,IN
Migalastat,migalastat,migalastat,C2698220,migalastat,IN
Miglitol,miglitol,miglitol,C0066535,miglitol,IN
Miglustat,miglustat,miglustat,C1321596,miglustat,IN
Milk Protein,milk protein,milk protein,C2720503,cow milk protein allergenic extract,SY
Milk Protein/Soy Protein,milk protein/soy protein,milk protein/soy protein,,,
Milk Protein/Soybean Oil,milk protein/soybean oil,milk protein/soybean oil,C0037732,soybean oil,IN
Milnacipran Hydrochloride,milnacipran hydrochloride,milnacipran,C0066529,milnacipran hydrochloride,PIN
Milnacipran Hydrochloride;Milnacipran Hydrochlorid,milnacipran hydrochloride milnacipran hydrochlorid,milnacipran milnacipran hydrochlorid,C0006686,calcium chloride,IN
Milrinone Lactate,milrinone lactate,milrinone lactate,C0600487,milrinone lactate,PIN
Miltefosine,miltefosine,miltefosine,C0068006,miltefosine,IN
Mineral Oil,mineral oil,mineral oil,C0026156,mineral oil,IN
"Mineral Oil, Light",mineral oil light,mineral oil light,C0727050,"mineral oil, light",IN
Mineral Oil/Petrolatum,mineral oil/petrolatum,mineral oil/petrolatum,C1875504,mineral oil / petrolatum,MIN
"Mineral Oil/Petrolatum, White",mineral oil/petrolatum white,mineral oil/petrolatum white,C0026156,mineral oil,IN
Mineral Oil/Petrolatum/Phenylephrine Hydrochloride,mineral oil/petrolatum/phenylephrine hydrochloride,mineral oil/petrolatum/phenylephrine,C5884962,mineral oil / petrolatum / phenylephrine hydrochloride Rectal Cream,SCDFP
Minocycline Hydrochloride,minocycline hydrochloride,minocycline,C0026186,minocycline hydrochloride,PIN
Minoxidil,minoxidil,minoxidil,C0026196,minoxidil,IN
Mirabegron,mirabegron,mirabegron,C2983812,mirabegron,IN
Mirtazapine,mirtazapine,mirtazapine,C0049506,mirtazapine,IN
Misoprostol,misoprostol,misoprostol,C0085174,misoprostol,IN
Mite Extract Combination,mite extract combination,mite extract combination,C0771875,mite extract,IN
Mitotane,mitotane,mitotane,C0026256,mitotane,IN
Modafinil,modafinil,modafinil,C0066677,modafinil,IN
"Mold, Suppository",mold suppository,mold suppository,C0038854,Suppository,DF
Molindone Hydrochloride,molindone hydrochloride,molindone,C0282249,molindone hydrochloride,PIN
Molnupiravir,molnupiravir,molnupiravir,C5435024,molnupiravir,IN
