raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
quetiapin ratiopharm 50 mg filmtabletten,quetiapin ratiopharm 50 mg filmtabletten,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
r gene,r gene,3 ml humulin r 500 unt/ml pen injector,85.5,C4073907,3 ML HumuLIN R 500 UNT/ML Pen Injector,TMSY
rabbit antithymocyte immunoglobulin,rabbit antithymocyte immunoglobulin,1 1 25 ml hyaluronidase human recombinant 160 unt/ml / 1 25 ml immunoglobulin g human 100 mg/ml pack,85.5,C3856154,"{1 (1.25 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (25 ML immunoglobulin G, human 100 MG/ML Injection) } Pack",GPCK
rabbit human t lymphocyte immunoglobulin,rabbit human t lymphocyte immunoglobulin,0 5 ml human papillomavirus type 16 l1 capsid protein residues 2-471 vaccine 0 04 mg/ml / human papillomavirus type 18 l1 capsid protein residues 2-472 vaccine 0 04 mg/ml prefilled syringe,85.5,C2723808,"0.5 ML human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML Prefilled Syringe",SCD
rabies immuneglobulin,rabies immuneglobulin,rabies immune globulin human,85.71428571428572,C0301503,"rabies immune globulin, human",IN
rabies immunoglobin,rabies immunoglobin,1 ml rabies immune globulin human 300 unt/ml,85.5,C4689600,"1 ML rabies immune globulin, human 300 UNT/ML Injection",SCD
recombinant human growth hormone,recombinant human growth hormone,0 5 ml asparaginase erwinia chrysanthemi recombinant -rywn 20 mg/ml,85.5,C5540557,0.5 ML asparaginase Erwinia chrysanthemi (recombinant)-rywn 20 MG/ML Injection,SCD
refacto,refacto,react,83.33333333333334,C4224854,React,BN
rekawan,rekawan,anx,72.0,C0718606,Anx,BN
resilient,resilient,respillin,77.77777777777779,C0595005,Respillin,BN
resilient 83 mg compresse a rilascio prolungato,resilient 83 mg compresse a rilascio prolungato,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
resitune 75 mg comprime gastro resistant,resitune 75 mg comprime gastro resistant,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
respilene 00094201,respilene 00094201,pinene,75.00000000000001,C0301253,pinene,IN
restex,restex,cestex,83.33333333333334,C0308635,Cestex,BN
reumaflex,reumaflex,rheuflex,82.35294117647058,C1186779,Rheuflex,BN
revaxis,revaxis,eraxis,76.92307692307692,C1697348,Eraxis,BN
rexer,rexer,rederm,72.72727272727273,C0722997,Rederm,BN
rhinedrine,rhinedrine,serine,75.00000000000001,C0036720,serine,IN
rhinotrophyl,rhinotrophyl,introl,75.00000000000001,C1703822,Introl,BN
rhinureflex,rhinureflex,emflex,81.81818181818181,C0591445,Emflex,BN
rigevidon 00022701,rigevidon 00022701,vidone,77.72727272727272,C1602293,Vidone,BN
rikkunshito,rikkunshito,rid,72.0,C0073361,RID,BN
rikkunshito 08041001,rikkunshito 08041001,rid,72.0,C0073361,RID,BN
rimactan sandoz,rimactan sandoz,rimactane,84.70588235294117,C0699925,Rimactane,BN
rimactazid,rimactazid,rimacid,82.35294117647058,C0592061,Rimacid,BN
rimstar,rimstar,aluminum tristearate,77.14285714285715,C0102860,aluminum tristearate,IN
risedronaatnatrium apotex wekelijks filmomhulde tabletten,risedronaatnatrium apotex wekelijks filmomhulde tabletten,risedronate,81.81818181818181,C0246719,risedronate,IN
rispolept sol,rispolept sol,ferrous 44 mg/ml iron sol,85.5,C1591968,ferrous sulfate 44 MG/ML [Iron Sol],SBDC
ritalinla,ritalinla,ritalin,87.5,C0728759,Ritalin,BN
robaxacet,robaxacet,probax,81.81818181818181,C0722813,Probax,BN
romenem,romenem,cannabichromene,83.07692307692308,C0054589,cannabichromene,IN
rupafin,rupafin,menthol 50 mg/ml neverpain,75.00000000000001,C4317443,menthol 50 MG/ML [NEVERPAIN],SBDC
redilev,redilev,levonorgestrel 1 5 mg empowered choice,73.28571428571429,C5849816,levonorgestrel 1.5 MG [Empowered Choice],SBDC
rigevidon,rigevidon,vidone,81.81818181818181,C1602293,Vidone,BN
risperidonratiopharm 1 mgml,risperidonratiopharm 1 mgml,risperidone,85.71428571428571,C0073393,risperidone,IN
rozidal,rozidal,americaine hemorrhoidal,77.14285714285715,C0718451,Americaine Hemorrhoidal,BN
saiboku,saiboku,sakuranetin,65.45454545454547,C0390172,sakuranetin,IN
salbubronch elixier,salbubronch elixier,elixir,77.72727272727272,C0678430,Elixir,DF
salbuhexal,salbuhexal,exall,80.0,C2722378,Exall,BN
salbutamol 5mgml tropfen,salbutamol 5mgml tropfen,atropen,77.14285714285715,C1330068,Atropen,BN
salbutamol versubata company,salbutamol versubata company,ascomp,75.00000000000001,C1878775,Ascomp,BN
salbutamol voor injectieinfusie,salbutamol voor injectieinfusie,e e s,85.5,C2722229,E.E.S.,BN
salbutamol salbutamol sulfate,salbutamol salbutamol sulfate,0 3 ml atropine sulfate 0 833 mg/ml auto-injector,85.5,C1962142,0.3 ML atropine sulfate 0.833 MG/ML Auto-Injector,SCD
sandimmun ciclosporin infusion,sandimmun ciclosporin infusion,cefuroxime 750 mg per 7 5 ml infusion pack for injectable,85.5,C0975426,cefuroxime 750 MG per 7.5 ML Infusion Pack for Injectable Solution,SY
seacor,seacor,corn,77.14285714285715,C0790024,corn syrup,IN
seishoekkito,seishoekkito,ismo,67.5,C0699156,Ismo,BN
sendoxan 2000 mg injektiokuiva aine liuosta varten,sendoxan 2000 mg injektiokuiva aine liuosta varten,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
sensinil 2,sensinil 2,/ monobasic oral k-phos no 2,85.5,C1711615,"potassium phosphate / sodium phosphate, monobasic Oral Tablet [K-Phos No 2]",SBDF
sereprile,sereprile,serine,72.0,C0036720,serine,IN
seretide 50mcg500mcg,seretide 50mcg500mcg,secretin,77.14285714285715,C0036534,secretin,IN
sertralin hexal,sertralin hexal,sertraline,85.26315789473685,C0074393,sertraline,IN
sertralin stada,sertralin stada,sertraline,85.26315789473685,C0074393,sertraline,IN
sevoflurance baxter,sevoflurance baxter,sevoflurane,85.71428571428571,C0074414,sevoflurane,IN
sevoflurano baxter 100 l quido para inala o por vaporiza o,sevoflurano baxter 100 l quido para inala o por vaporiza o,sevoflurane,85.71428571428571,C0074414,sevoflurane,IN
shosaikoto,shosaikoto,botox,67.5,C0700702,Botox,BN
sibelium,sibelium,lidum,80.0,C2940681,Lidum,BN
sibilla,sibilla,atrial fibrillation betapace 120 mg oral,77.14285714285715,C0714185,Atrial Fibrillation Betapace 120 MG Oral Tablet,SY
sintrom,sintrom,sinthrome,87.5,C0699933,Sinthrome,BN
sinupret,sinupret,pretz,80.0,C2978547,Pretz,BN
sinupret 07526101,sinupret 07526101,pretz,76.0,C2978547,Pretz,BN
slenyto,slenyto,slentrol,80.0,C1961063,Slentrol,BN
slinda,slinda,sulindac,85.71428571428572,C0038792,sulindac,IN
smecta,smecta,umecta,83.33333333333334,C1588578,Umecta,BN
smztmp ds 800160 tabs interpharm,smztmp ds 800160 interpharm,21 prednisone 10 mg oral sterapred ds pack sterapred ds uni-pak,85.5,C1950793,{21 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS Uni-Pak],BPCK
sod chl 7 4ml,sod chl 7 4ml,0 25 ml somatropin 7 2 mg/ml prefilled syringe,85.5,C0939177,0.25 ML somatropin 7.2 MG/ML Prefilled Syringe,SCD
solantyl,solantyl,santyl,85.71428571428572,C0723213,Santyl,BN
solupred france,solupred france,e e s,85.5,C2722229,E.E.S.,BN
solvisat,solvisat,iosat,80.0,C1564075,Iosat,BN
spasfon 00765801,spasfon 00765801,a-spas,72.0,C2954400,A-Spas,BN
spasfon france,spasfon france,e e s,85.5,C2722229,E.E.S.,BN
spasmex,spasmex,spasmolin oral product,75.00000000000001,C3231157,Spasmolin Oral Product,SBDG
spifen,spifen,ibuprofen 200 mg apsifen,81.81818181818181,C1598116,ibuprofen 200 MG [Apsifen],SBDC
spifen 400 mg comprim pellicul,spifen 400 mg comprim pellicul,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
squaric acid,squaric acid,uric acid,85.71428571428572,C0041980,uric acid,IN
standardized mite mix,standardized mite mix,3 ml insulin aspart protamine human 70 unt/ml / insulin aspart human 30 unt/ml pen injector novolog mix,85.5,C2683547,"3 ML insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector [NovoLog Mix]",SBD
stediril,stediril,pseudoephedrine / triprolidine oral actedril,77.14285714285715,C1243057,pseudoephedrine / triprolidine Oral Tablet [Actedril],SBDF
sterile diluent for allergenic extract albumin humanphenol,sterile diluent for allergenic extract albumin humanphenol,1 0 4 ml adalimumab-aaty 100 mg/ml prefilled syringe yuflyma / 1 0 8 ml adalimumab-aaty 100 mg/ml prefilled syringe yuflyma pack yuflyma prefilled syringe 80 mg/0 8 ml and 40 mg/0 4 ml starter package for pediatric crohn s disease,85.5,C5848807,{1 (0.4 ML adalimumab-aaty 100 MG/ML Prefilled Syringe [Yuflyma]) / 1 (0.8 ML adalimumab-aaty 100 MG/ML Prefilled Syringe [Yuflyma]) } Pack [Yuflyma Prefilled Syringe 80 MG/0.8 ML and 40 MG/0.4 ML Starter Package for Pediatric Crohn's Disease],BPCK
stresam,stresam,water 986 mg/ml eye stream,83.07692307692308,C3856248,water 986 MG/ML [Eye Stream],SBDC
stresam g lule,stresam g lule,1 1 25 ml hyaluronidase human recombinant 160 unt/ml / 1 25 ml immunoglobulin g human 100 mg/ml pack,85.5,C3856154,"{1 (1.25 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (25 ML immunoglobulin G, human 100 MG/ML Injection) } Pack",GPCK
strocain,strocain,trocaine,87.5,C2346289,Trocaine,BN
study drug,study drug,3 bupivacaine 100 mg drug implant pack,85.5,C5400570,{3 (bupivacaine hydrochloride 100 MG Drug Implant) } Pack,GPCK
su ling haemocoagulase agkistrodon,su ling haemocoagulase agkistrodon,agkistrodon piscivorus antivenin / crotalus adamanteus antivenin / crotalus atrox antivenin / crotalus scutulatus antivenin,85.5,C2929411,Agkistrodon piscivorus antivenin / Crotalus adamanteus antivenin / Crotalus atrox antivenin / Crotalus scutulatus antivenin,MIN
subcuvia,subcuvia,tvia,77.14285714285715,C4746172,Tvia,BN
sulfa drug,sulfa drug,3 bupivacaine 100 mg drug implant pack,85.5,C5400570,{3 (bupivacaine hydrochloride 100 MG Drug Implant) } Pack,GPCK
sulfamethtmp800mg160mg,sulfamethtmp800mg160mg,sulfamed,84.0,C3819053,Sulfamed,BN
supplements not specified,supplements not specified,14 lamotrigine 100 mg oral lamictal / 84 lamotrigine 25 mg oral lamictal pack lamictal green for patients taking carbamazepine phenytoin phenobarbital primidone or rifampin and not taking valproate,85.5,C1657713,"{14 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 84 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Green (For Patients Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",BPCK
synchromed iib,synchromed iib,omedia,75.00000000000001,C0939710,Omedia,BN
sanqi panax notoginseng,sanqi panax notoginseng,panax ginseng root extract 1 000 mg oral,85.5,C0873870,"Panax ginseng root extract 1,000 MG Oral Tablet",SY
sayana press,sayana press,hss,72.0,C1589699,HSS,BN
sepamitr,sepamitr,septa,80.0,C0723285,Septa,BN
serlift,serlift,egrifta,71.42857142857143,C2961776,Egrifta,BN
suxilep,suxilep,sileo,66.66666666666667,C4074405,Sileo,BN
ta650,ta650,0 4 ml kesimpta 50 mg/ml pen injector,72.0,C5399020,0.4 ML Kesimpta 50 MG/ML Pen Injector,SY
tabelecleucel,tabelecleucel,tisagenlecleucel,82.75862068965517,C3640939,tisagenlecleucel,IN
tardyfer,tardyfer,ear,72.0,C1154187,Ear Drops,ET
tavanic,tavanic,brucea javanica fruit extract,77.14285714285715,C5564827,Brucea javanica fruit extract,IN
tazza,tazza,50 ml necitumumab 16 mg/ml portrazza,80.0,C4059351,50 ML necitumumab 16 MG/ML Injection [Portrazza],SBD
tebipenem pivoxil,tebipenem pivoxil,amdinocillin pivoxil / pivampicillin,85.5,C2928047,amdinocillin pivoxil / pivampicillin,MIN
teclozan,teclozan,ecoza,76.92307692307692,C3692779,Ecoza,BN
tegral,tegral,tekral,83.33333333333334,C2723196,Tekral,BN
tenamfetamine,tenamfetamine,dexamfetamine,84.61538461538461,C0011812,dexamfetamine,SY
tercian 00759302,tercian 00759302,sterculia,72.0,C0022516,sterculia,SY
tercian 25 mg comprime pellicule secable,tercian 25 mg comprime pellicule secable,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
tercian 25 mg tablet coated scored,tercian 25 mg coated scored,0 25 mg,85.5,C1371183,magnesium phosphate 0.25 MG,SCDC
tesofensine,tesofensine,sinex,80.0,C2949015,Sinex,BN
tetmodis,tetmodis,disk,77.14285714285715,C0993608,Disk,DF
tevaquetiapine xr,tevaquetiapine,quetiapine,83.33333333333334,C0123091,quetiapine,IN
theralene 5 mg comprime pellicule secable,theralene 5 mg comprime pellicule secable,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
thyradins,thyradins,acetic acid / pyrethrins,72.0,C2928367,acetic acid / pyrethrins,MIN
ticplat,ticplat,acticlate 150 mg oral,77.14285714285715,C3847875,Acticlate 150 MG Oral Tablet,SY
timothy standardized,timothy standardized,bermuda grass pollen extract / timothy grass pollen extract,85.5,C3247664,Bermuda grass pollen extract / Timothy grass pollen extract,MIN
tiopental sodico,tiopental sodico,thiopental,85.26315789473685,C0039925,thiopental,IN
tivc vs tiv,tivc vs tiv,tin,72.0,C0040238,tin,IN
tn unspecified,tn unspecified,carbomer homopolymer unspecified type,85.5,C0054769,"carbomer homopolymer, unspecified type",SY
topiramat 1a farma,topiramat 1a farma,topiramate,85.26315789473685,C0076829,topiramate,IN
topiramatjanssen,topiramatjanssen,topiramate,85.26315789473685,C0076829,topiramate,IN
toplexil,toplexil,thioplex,75.0,C0728766,Thioplex,BN
topomax,topomax,topamax,85.71428571428572,C0723778,Topamax,BN
tramadol mylan generiques lp 150 mg comprim lib ration prolong e,tramadol mylan generiques lp 150 mg comprim lib ration prolong e,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
trilo sprintec,trilo sprintec,21 ethinyl estradiol 0 035 mg / norgestimate 0 25 mg oral / 7 inert ingredients 1 mg oral pack sprintec 28 day,85.5,C1815687,{21 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day],BPCK
trilosprintec,trilosprintec,trilog,81.81818181818181,C0723901,Trilog,BN
triprevifem,triprevifem,tri-previfem 28 day pack,81.81818181818181,C1815688,Tri-Previfem 28 Day Pack,SY
trisprintec,trisprintec,tri-sprintec 28 day pack,81.81818181818181,C1692274,Tri-Sprintec 28 Day Pack,SY
tri cyclen lo,tri cyclen lo,28 estradiol 0 5 mg / norethindrone 0 1 mg oral pack mimvey lo 28 day,85.5,C3832603,{28 (estradiol 0.5 MG / norethindrone acetate 0.1 MG Oral Tablet) } Pack [Mimvey Lo 28 Day],BPCK
triafemi,triafemi,triad,80.0,C0740230,Triad,BN
trimetoprim sulfametoxazol,trimetoprim sulfametoxazol,sulfamethoxazole / trimethoprim,86.66666666666667,C0041044,sulfamethoxazole / trimethoprim,MIN
trioxal,trioxal,trioxsalen,82.35294117647058,C0041086,trioxsalen,IN
triple 00038301,triple 00038301,acetaminophen / aspirin / diphenhydramine citrate oral excedrin pm triple action,85.5,C5838879,acetaminophen / aspirin / diphenhydrAMINE citrate Oral Tablet [Excedrin PM Triple Action],TMSY
triple therapeutic hypervolemia and hemodilution therapy all other therapeutic products,triple therapeutic hypervolemia and hemodilution therapy all other therapeutic products,1 0 4 ml adalimumab-aaty 100 mg/ml prefilled syringe yuflyma / 1 0 8 ml adalimumab-aaty 100 mg/ml prefilled syringe yuflyma pack yuflyma prefilled syringe 80 mg/0 8 ml and 40 mg/0 4 ml starter package for pediatric crohn s disease,85.5,C5848807,{1 (0.4 ML adalimumab-aaty 100 MG/ML Prefilled Syringe [Yuflyma]) / 1 (0.8 ML adalimumab-aaty 100 MG/ML Prefilled Syringe [Yuflyma]) } Pack [Yuflyma Prefilled Syringe 80 MG/0.8 ML and 40 MG/0.4 ML Starter Package for Pediatric Crohn's Disease],BPCK
trittico,trittico,triticum aestivum extract,77.14285714285715,C3488644,Triticum aestivum extract,IN
trolnitrate,trolnitrate,citrate,83.07692307692308,C0108101,calcium citrate,IN
tryptanol,tryptanol,dryptal,75.0,C0591414,Dryptal,BN
tryptanol 00002202,tryptanol 00002202,patanol,78.92307692307692,C0722498,Patanol,BN
tsumura goreisan extract granules,tsumura goreisan extract granules,1 acetaminophen 500 mg / dextromethorphan hydrobromide 20 mg / phenylephrine 10 mg granules for oral / 1 acetaminophen 650 mg / diphenhydramine 25 mg / phenylephrine 10 mg granules for oral pack,85.5,C4026916,{1 (acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution) / 1 (acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution) } Pack,GPCK
tsumura keishibukuryogan extract granules,tsumura keishibukuryogan extract granules,1 acetaminophen 500 mg / dextromethorphan hydrobromide 20 mg / phenylephrine 10 mg granules for oral / 1 acetaminophen 650 mg / diphenhydramine 25 mg / phenylephrine 10 mg granules for oral pack,85.5,C4026916,{1 (acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution) / 1 (acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution) } Pack,GPCK
tuvigin,tuvigin,ion,72.0,C3848571,bromide ion,IN
temgesic 02 mg tablet,temgesic 02 mg,0 05 mg/mg / monofluorophosphate 0 0114 mg/mg / zinc citrate 0 02 mg/mg toothpaste,85.5,C3538019,potassium nitrate 0.05 MG/MG / sodium monofluorophosphate 0.0114 MG/MG / zinc citrate 0.02 MG/MG Toothpaste,SCD
tevaetopo,tevaetopo,toprol,72.0,C2723006,Toprol,BN
thacapzol 5 mg tabletter,thacapzol 5 mg tabletter,0 1 ml glucagon 5 mg/ml auto-injector,85.5,C5207595,0.1 ML glucagon 5 MG/ML Auto-Injector,SCD
torasemid 10mg,torasemid 10mg,torsemide 10 mg,89.65517241379311,C0990869,torsemide 10 MG,SCDC
trinordiol,trinordiol,ipol,77.14285714285715,C0949109,Ipol,BN
trisekvens,trisekvens,tri levlen,70.0,C0723829,Tri Levlen,BN
trophosphamide,trophosphamide,4-hydroxycyclophosphamide,83.07692307692308,C0048336,4-hydroxycyclophosphamide,IN
ultratechnekow fm,ultratechnekow fm,ultram,81.81818181818181,C0724054,Ultram,BN
ultrakon 300,ultrakon 300,0 2 ml lanreotide 300 mg/ml prefilled syringe,85.5,C1968403,0.2 ML lanreotide 300 MG/ML Prefilled Syringe,SCD
ultravist 300,ultravist 300,0 2 ml lanreotide 300 mg/ml prefilled syringe,85.5,C1968403,0.2 ML lanreotide 300 MG/ML Prefilled Syringe,SCD
unixime,unixime,lime,77.14285714285715,C0064990,lime,SY
unknown antifebrile,unknown antifebrile,iron 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5816503,"iron 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
unknown device,unknown device,iron 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5816503,"iron 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
unknown steroid,unknown steroid,iron 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5816503,"iron 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
urbason spain,urbason spain,sparine,75.00000000000001,C0033598,Sparine,BN
urbason 4 mg comprimidos 30 comprimidos,urbason 4 mg comprimidos 30 comprimidos,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
uromitexan 400 ml l sung zur intraven sen anwendung,uromitexan 400 ml l sung zur intraven sen anwendung,/ / / oxybates 0 5 gm in 1 ml oral,85.5,C5399300,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,PSN
uromitexan 400mg4ml iv enj icin cozelti iceren ampul,uromitexan 400mg4ml iv enj icin cozelti iceren ampul,alatrofloxacin 5 mg/ml trovan iv,85.5,C2365279,alatrofloxacin 5 MG/ML [Trovan IV],SBDC
