raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
paracetamol codeine phosphate caffeine,paracetamol codeine phosphate caffeine,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamoltramadol,paracetamoltramadol,paracets,84.0,C0591949,Paracets,BN
paracodine,paracodine,paradione,84.21052631578947,C0722491,Paradione,BN
parkemed,parkemed,paremyd,80.0,C0722495,Paremyd,BN
pasetocin,pasetocin,paste,80.0,C1321899,Paste,DF
pasetocin 00249602,pasetocin 00249602,paste,80.0,C1321899,Paste,DF
pecan food,pecan food,pecan allergenic extract,85.5,C2730104,pecan allergenic extract,IN
pedea,pedea,pedameth,80.0,C0030749,Pedameth,BN
pedialax glycerin,pedialax glycerin,pedia-lax liquid glycerin suppositories,85.5,C3245164,Pedia-Lax Liquid Glycerin Suppositories,BN
pedialax magnesium hydroxide,pedialax magnesium hydroxide,pedia-lax,84.70588235294117,C2343567,Pedia-Lax,BN
pedia lax docusate sodium,pedia lax docusate sodium,pediapred 5 mg as prednisolone sodium phosphate 6 7 mg per 5 ml oral,85.5,C0874797,Pediapred 5 MG (as prednisolone sodium phosphate 6.7 MG) per 5 ML Oral Solution,SY
pediacare,pediacare,pediaclear,84.21052631578947,C5187708,Pediaclear,BN
pediacare ibuprofen 50mg125ml meditech products inc,pediacare ibuprofen 50mg125ml meditech products inc,pediaclear,80.0,C5187708,Pediaclear,BN
pediatric electrolyte zinc grape,pediatric electrolyte zinc grape,pediatric 1 5 ml leuprolide acetate 30 mg/ml prefilled syringe,85.5,C5813438,Pediatric 1.5 ML leuprolide acetate 30 MG/ML Prefilled Syringe,SCD
pediatric paracetamol,pediatric paracetamol,pediatric 1 5 ml leuprolide acetate 30 mg/ml prefilled syringe,85.5,C5813438,Pediatric 1.5 ML leuprolide acetate 30 MG/ML Prefilled Syringe,SCD
pediatric paracetamolartificial cowbezoarchlorphenamine maleate,pediatric paracetamolartificial cowbezoarchlorphenamine maleate,pediacof chlorpheniramine maleate 0 75 mg / codeine phosphate 5 mg / phenylephrine hcl 2 5 mg / potassium iodide 75 mg per 5 ml,85.5,C0716682,Pediacof (chlorpheniramine maleate 0.75 MG / codeine phosphate 5 MG / phenylephrine HCl 2.5 MG / potassium iodide 75 MG) per 5 ML Syrup,SY
pediaven aphp nouveaune 2,pediaven aphp nouveaune 2,pedia-lax liquid glycerin suppositories 2 8 gm per 2 7 ml enema,85.5,C2343383,Pedia-Lax Liquid Glycerin Suppositories 2.8 GM per 2.7 mL Enema,PSN
peg interferon,peg interferon,peginterferon alfa-2a,86.66666666666667,C0391001,peginterferon alfa-2a,IN
pegylated asparginase,pegylated asparginase,pegylax,83.07692307692308,C3709689,Pegylax,BN
pegylated doxorubicin hydrochloride,pegylated doxorubicin hydrochloride,peg 400 1 / tetrahydrozoline hydrochloride 0 05 ophthalmic,85.5,C0692087,PEG 400 1 % / tetrahydrozoline hydrochloride 0.05 % Ophthalmic Solution,SY
pegylated interferon,pegylated interferon,pegylax,83.07692307692308,C3709689,Pegylax,BN
pegylated interferon alfa2a,pegylated interferon alfa2a,peginterferon alfa-2a,83.33333333333334,C0391001,peginterferon alfa-2a,IN
pegylated interferon alpha nos,pegylated interferon alpha nos,pegylax,83.07692307692308,C3709689,Pegylax,BN
pegylated interferon nos,pegylated interferon nos,pegylax,83.07692307692308,C3709689,Pegylax,BN
pegylated liposomal doxorubicin hydrochloride,pegylated liposomal doxorubicin hydrochloride,pegylax,83.07692307692308,C3709689,Pegylax,BN
pegylated recombinant human factor viii,pegylated recombinant human factor viii,pegylax,83.07692307692308,C3709689,Pegylax,BN
pegylatedlasparaginase,pegylatedlasparaginase,pegylax,83.07692307692308,C3709689,Pegylax,BN
penicillin 00000901,penicillin 00000901,penicillin g,86.08695652173914,C0030827,penicillin G,IN
penicillin 00000906,penicillin 00000906,penicillin g,86.08695652173914,C0030827,penicillin G,IN
penicillin crystalline,penicillin crystalline,penicillin g,86.08695652173914,C0030827,penicillin G,IN
penicillin nos,penicillin nos,penicillin g,86.36363636363636,C0030827,penicillin G,IN
penilevel benzylpenicillin sodium,penilevel benzylpenicillin sodium,penicillin g benzathine / penicillin g sodium injectable,85.5,C5836181,penicillin G benzathine / penicillin G sodium Injectable Suspension,SCDFP
penilevel phenoxymethylpenicillin potassium,penilevel phenoxymethylpenicillin potassium,penicillin g potassium,85.71428571428571,C0700462,penicillin G potassium,PIN
pentam 300,pentam 300,pen-aqueous 300 000 unt/ml injectable,85.5,C3152348,"Pen-Aqueous 300,000 UNT/ML Injectable Suspension",SY
pentamidine injectable,pentamidine injectable,pen-aqueous 300 000 unt/ml injectable,85.5,C3152348,"Pen-Aqueous 300,000 UNT/ML Injectable Suspension",SY
perospirone hydrochloride,perospirone hydrochloride,peranex hydrocortisone acetate 2 / lidocaine hydrochloride 2 rectal,85.5,C1951709,Peranex (hydrocortisone acetate 2 % / lidocaine hydrochloride 2 % ) Rectal Cream,SY
pethidine renaudin,pethidine renaudin,pethidine hydrochloride 100 mg oral,85.5,C0689461,pethidine hydrochloride 100 MG Oral Tablet,SY
phenobarbital 130 mgml westward,phenobarbital 130 mgml westward,phenacetin 130 mg,85.5,C1134303,phenacetin 130 MG,SCDC
phosphalugel 00488501,phosphalugel 00488501,phosphasal,80.0,C2940708,Phosphasal,BN
phosphalugel aluminium phosphate gel,phosphalugel aluminium phosphate gel,phos-flur 1 1 dental gel,85.5,C0875614,Phos-Flur 1.1 % Dental Gel,PSN
physioneal 40 glucose 136 solution for peritoneal dialysis,physioneal 40 glucose 136 for peritoneal dialysis,physostigmine salicylate 2 5 mg/ml / pilocarpine hydrochloride 40 mg/ml ophthalmic,85.5,C0351968,physostigmine salicylate 2.5 MG/ML / pilocarpine hydrochloride 40 MG/ML Ophthalmic Solution,SCD
picoprep,picoprep,picot,80.0,C2949559,Picot,BN
piperacilintazobaktam mylan,piperacilintazobaktam mylan,piperacillin,86.08695652173914,C0031955,piperacillin,IN
plasmalyte glucos,plasmalyte glucos,plasmalyte a,86.36363636363636,C0071213,Plasmalyte A,BN
pneumococcal 13valent conjugate vaccine,pneumococcal 13valent conjugate vaccine,pneumococcal 13-valent conjugate vaccine diphtheria crm197 protein 0 5 ml prefilled syringe,87.6923076923077,C2746123,pneumococcal 13-valent conjugate vaccine (diphtheria CRM197 Protein) 0.5 ML Prefilled Syringe,SY
pneumococcal 7valent conjugate vaccine diphtheria crm197 protein,pneumococcal 7valent conjugate vaccine diphtheria crm197 protein,pneumococcal 13-valent conjugate vaccine diphtheria crm197 protein 0 5 ml prefilled syringe,88.66666666666666,C2746123,pneumococcal 13-valent conjugate vaccine (diphtheria CRM197 Protein) 0.5 ML Prefilled Syringe,SY
polyethylene glycol l asparaginase,polyethylene glycol l asparaginase,polyethylene glycol 200,85.95238095238095,C0982313,polyethylene glycol 200,IN
polymyxin b manufacturer unknown polymyxin b polymyxin b,polymyxin b manufacturer unknown polymyxin b polymyxin b,poly pred prednisolone 5 mg/ neomycin 3 5 mg/ polymyxin b 10000 unt per ml ophthalmic,85.5,C0709005,Poly Pred (prednisolone 5 MG/ neomycin 3.5 MG/ polymyxin b 10000 UNT) per ML Ophthalmic Suspension,SY
polymyxin b sulfate and trimethoprim,polymyxin b sulfate and trimethoprim,poly pact bacitracin 0 5 unt/mg / polymyxin b 10 unt/mg ophthalmic,85.5,C1613580,Poly Pact (bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG) Ophthalmic Ointment,SY
polymyxin b sulfatetrimethoprim,polymyxin b sulfatetrimethoprim,poly pact bacitracin 0 5 unt/mg / polymyxin b 10 unt/mg ophthalmic,85.5,C1613580,Poly Pact (bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG) Ophthalmic Ointment,SY
polyviflor 025 liquid zylera,polyviflor 025 liquid zylera,polistes exclamans venom protein 0 025 mg/ml / polistes metricus venom protein 0 025 mg/ml / polistes fuscatus venom protein 25 mcg / polistes annularis venom protein 0 025 mg/ml powder for injectable,85.5,C3465363,Polistes exclamans venom protein 0.025 MG/ML / Polistes metricus venom protein 0.025 MG/ML / Polistes fuscatus venom protein 25 MCG / Polistes annularis venom protein 0.025 MG/ML Powder for Injectable Solution,SY
potasschloride,potasschloride,potassium chloride,87.5,C0032825,potassium chloride,IN
potassium phosphates,potassium phosphates,phosphates phosphorus 15 mmol / 22 meq in 250 ml,85.5,C5941353,potassium phosphates (phosphorus 15 MMOL / potassium 22 MEQ) in 250 ML Injection,PSN
potassium phosphatesodium phosphate,potassium phosphatesodium phosphate,phosphasal hyoscyamine sulfate 0 12 mg / methenamine 81 6 mg / methylene blue 10 8 mg / phenyl salicylate 36 2 mg / sodium phosphate monobasic 40 8 mg oral,85.5,C2940710,"Phosphasal (hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG) Oral Tablet",SY
potassium sodium 14deoxy1112dehydroandrographolide succinate,potassium sodium 14deoxy1112dehydroandrographolide succinate,14 24 hr naproxen 500 mg naproxen sodium 550 mg extended release oral / 6 24 hr naproxen 750 mg naproxen sodium 825 mg extended release oral pack,85.5,C2723112,{14 (24 HR Naproxen 500 MG (naproxen sodium 550 MG) Extended Release Oral Tablet) / 6 (24 HR Naproxen 750 MG (naproxen sodium 825 MG) Extended Release Oral Tablet) } Pack,SY
prazaxa,prazaxa,pradaxa,85.71428571428572,C2940579,Pradaxa,BN
prednisona 886a,prednisona 886a,prednisone,85.26315789473685,C0032952,prednisone,IN
prednizon,prednizon,prednisone,84.21052631578947,C0032952,prednisone,IN
presinol 250,presinol 250,precedex 1000 mcg in 250 ml,85.5,C5400892,Precedex 1000 MCG in 250 mL Injection,PSN
primene 10,primene 10,prilocaine 10 mg/ml,85.5,C1127970,prilocaine 10 MG/ML,SCDC
proactiv md daily oil control spf 30,proactiv md daily oil control spf 30,prochlorperazine 30 mg,85.5,C1126645,prochlorperazine 30 MG,SCDC
procylin,procylin,procyclidine,80.0,C0033254,procyclidine,IN
propanol propranolol hydrochloride,propanol propranolol hydrochloride,procainamide hydrochloride 100 mg/ml injectable pronestyl,85.5,C0708920,procainamide hydrochloride 100 MG/ML Injectable Solution [Pronestyl],SBD
propanolol hcl,propanolol hcl,procainamide hcl 100 mg/ml injectable,85.5,C0772614,procainamide HCl 100 MG/ML Injectable Solution,PSN
propofol 1 fresenius,propofol 1 fresenius,pro pet dental cleansing liquid 0 1 oral rinse,85.5,C2746170,Pro Pet Dental Cleansing Liquid 0.1 % Oral Rinse,PSN
propofol 1 mct fresenius,propofol 1 mct fresenius,pro pet dental cleansing liquid 0 1 oral rinse,85.5,C2746170,Pro Pet Dental Cleansing Liquid 0.1 % Oral Rinse,PSN
propranolol hcl oral solution 20mg5ml,propranolol hcl oral 20mg5ml,pro pet dental cleansing liquid 0 1 oral rinse,85.5,C2746170,Pro Pet Dental Cleansing Liquid 0.1 % Oral Rinse,PSN
propranolol hcl tablet nonspecific,propranolol hcl nonspecific,procainamide hcl 1000 mg in 10 ml prefilled syringe,85.5,C4293820,procainamide HCl 1000 MG in 10 ML Prefilled Syringe,PSN
propranolol hydrochloride 00030001,propranolol hydrochloride 00030001,procainamide hydrochloride 100 mg/ml injectable pronestyl,85.5,C0708920,procainamide hydrochloride 100 MG/ML Injectable Solution [Pronestyl],SBD
propranolol inn propranolol hydrochloride unknown,propranolol inn propranolol hydrochloride unknown,procainamide hydrochloride,85.5,C0600311,procainamide hydrochloride,PIN
protamine sulfate manufacturer unknown,protamine sulfate manufacturer unknown,proair hfa 90 mcg/actuat albuterol sulfate 108 mcg/actuat from mouthpiece metered dose inhaler 200 actuat,85.5,C1737294,"ProAir HFA 90 MCG/ACTUAT (albuterol sulfate 108 MCG/ACTUAT from mouthpiece) Metered Dose Inhaler, 200 ACTUAT",SY
provent skin tag remover,provent skin tag remover,pro pet skin relief 20 mg/ml topical,85.5,C2741136,Pro Pet Skin Relief 20 MG/ML Topical Spray,SY
proventil hfa,proventil hfa,proair hfa 0 09 mg/actuat metered dose inhaler 200 actuat,85.5,C1737294,"ProAir HFA 0.09 MG/ACTUAT Metered Dose Inhaler, 200 ACTUAT",SY
psoralen,psoralen,psorent,80.0,C2939969,Psorent,BN
pure sun defense nickeoldeon ninja turtles sunscreen spray,pure sun defense nickeoldeon ninja turtles sunscreen,pure pain relief 0 025 topical,85.5,C3666416,Pure Pain Relief 0.025 % Topical Cream,PSN
pure sun defensesunscreen spray 177 ml pure sun defense,pure sun defensesunscreen 177 ml pure sun defense,pure pain relief 0 025 topical,85.5,C3666416,Pure Pain Relief 0.025 % Topical Cream,PSN
pyrethin and piperonyl butoxide rite aid brand,pyrethin and piperonyl butoxide rite aid brand,pyrinyl liquid shampoo piperonyl butoxide 4 / pyrethrins 0 33 medicated shampoo,85.5,C0715487,Pyrinyl Liquid Shampoo (piperonyl butoxide 4 % / pyrethrins 0.33 % ) Medicated Shampoo,SY
paracetamol solution for infusion,paracetamol for infusion,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol tablet 500mg,paracetamol 500mg,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
pegylated lasparaginase,pegylated lasparaginase,pegylax,83.07692307692308,C3709689,Pegylax,BN
pegylated liposomal doxorubicin,pegylated liposomal doxorubicin,pegylax,83.07692307692308,C3709689,Pegylax,BN
phenylephrine hcl 25,phenylephrine hcl 25,phen-tuss ad phenylephrine hydrochloride 5 mg / promethazine hydrochloride 6 25 mg per 5 ml oral,85.5,C1584874,PHEN-TUSS AD (phenylephrine hydrochloride 5 MG / promethazine hydrochloride 6.25 MG) per 5 ML Oral Solution,SY
pletaal od tablets 50mg,pletaal od 50mg,pletal,81.81818181818181,C0722654,Pletal,BN
potassium dih phosphate 1mmolml,potassium dih phosphate 1mmolml,dihistine codeine phosphate 10 mg / guaifenesin 100 mg / pseudoephedrine hydrochloride 30 mg per 5 ml oral,85.5,C0708971,Dihistine (codeine phosphate 10 MG / guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG) per 5 ML Oral Solution,SY
pralia,pralia,pralatrexate,81.81818181818181,C1721300,pralatrexate,IN
propofol unknown,propofol unknown,proferrin es 10 5 mg heme iron polypeptide unknown strength oral,85.5,C5815794,"Proferrin ES 10.5 MG (heme iron polypeptide, unknown strength) Oral Tablet",PSN
propofol claris 20 mgml emulsion inyectable y para perfusion efg,propofol claris 20 mgml emulsion inyectable y para perfusion efg,pro pet skin relief 20 mg/ml topical,85.5,C2741136,Pro Pet Skin Relief 20 MG/ML Topical Spray,SY
propranolol extended release capsules nonspecific,propranolol extended release nonspecific,procainamide hydrochloride 1000 mg 12 hr extended release oral,85.5,C0979776,procainamide hydrochloride 1000 MG 12 HR Extended Release Oral Tablet,SY
propranolol extended release capsules non specific,propranolol extended release non specific,procainamide hydrochloride 1000 mg 12 hr extended release oral,85.5,C0979776,procainamide hydrochloride 1000 MG 12 HR Extended Release Oral Tablet,SY
rabbit anti human thymocyte immunoglobulin,rabbit anti human thymocyte immunoglobulin,rabbit allergenic extract,85.5,C2093603,rabbit allergenic extract,IN
rabbit antihuman thymocyte immunoglobulin,rabbit antihuman thymocyte immunoglobulin,rabbit allergenic extract,85.5,C2093603,rabbit allergenic extract,IN
rabbit antithymocyte globulin,rabbit antithymocyte globulin,rabbit allergenic extract 10000 unt/ml injectable,85.5,C2725728,rabbit allergenic extract 10000 UNT/ML Injectable Solution,PSN
rabbit antithymoglobuline,rabbit antithymoglobuline,rabbit allergenic extract 10000 unt/ml,85.5,C2747714,rabbit allergenic extract 10000 UNT/ML,SCDC
rabbit atgthymoglobulin,rabbit atgthymoglobulin,rabbit allergenic extract 10000 unt/ml,85.5,C2747714,rabbit allergenic extract 10000 UNT/ML,SCDC
rabbit human antithymocyte immunoglobulin,rabbit human antithymocyte immunoglobulin,rabbit allergenic extract,85.5,C2093603,rabbit allergenic extract,IN
rabit antithymocyte globulin,rabit antithymocyte globulin,rabbit anti-human t-lymphocyte globulin 25 mg,85.5,C0359159,rabbit anti-human T-lymphocyte globulin 25 MG Injection,SCD
ranitic,ranitic,ranitidine 0 5 mg/ml,83.07692307692308,C1130823,ranitidine 0.5 MG/ML,SCDC
ranitidina apotex comprimidos recubiertos,ranitidina apotex comprimidos recubiertos,ranitidine,85.26315789473685,C0034665,ranitidine,IN
rapifen 00109201,rapifen 00109201,rapifen concentrate 0 1 mg/ml injectable,85.5,C0360775,Rapifen Concentrate 0.1 MG/ML Injectable Solution,SY
recombinant human growth hormone rhgh,recombinant human growth hormone rhgh,recombinant antihemophilic factor viii 100 unt/ml injectable,85.5,C2355731,recombinant antihemophilic factor VIII 100 UNT/ML Injectable Solution,SCD
recombinant human igfi increlex 10mgml mecasermin mecasermin,recombinant human igfi increlex 10mgml mecasermin mecasermin,recombinant antihemophilic factor viii,85.5,C0795577,recombinant antihemophilic factor VIII,PIN
recombinant human interferon alpha 1b,recombinant human interferon alpha 1b,recombinant antihemophilic factor viii 100 unt/ml injectable,85.5,C2355731,recombinant antihemophilic factor VIII 100 UNT/ML Injectable Solution,SCD
recombinant human interferon alpha 2b,recombinant human interferon alpha 2b,recombinant antihemophilic factor viii 100 unt/ml injectable,85.5,C2355731,recombinant antihemophilic factor VIII 100 UNT/ML Injectable Solution,SCD
recombinant human interferon beta2b,recombinant human interferon beta2b,recombinant interferon beta-1b,86.15384615384616,C0244714,recombinant interferon beta-1b,PIN
recombinant human interleukin 2 unspecified,recombinant human interleukin 2 unspecified,recombinant human gm-csf,85.5,C0218633,recombinant human GM-CSF,SY
reductospezial,reductospezial,redux,80.0,C0728749,Redux,BN
regaine frauen 2,regaine frauen 2,regen-cov 5-cartons casirivimab 1332 mg in 11 1 ml 1 vial / imdevimab 300 mg in 2 5 mg 4 vial eua,85.5,C5400876,"REGEN-COV, 5-cartons (casirivimab 1332 MG in 11.1 mL Injection, 1 vial / imdevimab 300 MG in 2.5 MG Injection, 4 vial) (EUA)",PSN
regen cov,regen cov,regen-cov,88.88888888888889,C5443211,Regen-Cov,BN
regular insulinns 100ml 1 unitml compounded uh pharmacy,regular insulinns 100ml 1 unitml compounded uh pharmacy,regen-cov 2-cartons casirivimab 1332 mg in 11 1 ml 1 vial / imdevimab 1332 mg in 11 1 mg 1 vial eua,85.5,C5400870,"REGEN-COV, 2-cartons (casirivimab 1332 MG in 11.1 mL Injection, 1 vial / imdevimab 1332 MG in 11.1 MG Injection, 1 vial) (EUA)",PSN
remsima,remsima,remimazolam,83.07692307692308,C3179470,remimazolam,IN
retinoic acid,retinoic acid,retinol,83.07692307692308,C0073109,retinol acetate,PIN
retinoic acid tretinoin,retinoic acid tretinoin,retinol,83.07692307692308,C0073109,retinol acetate,PIN
rheomacrodex 10 izotonik nacl,rheomacrodex 10 izotonik nacl,rhemu menthol 7 / methyl salicylate 10 topical,85.5,C4018538,Rhemu (menthol 7 % / methyl salicylate 10 % ) Topical Cream,SY
rinlaxer,rinlaxer,ringl,80.0,C3254809,Ringl,BN
risperdaloro,risperdaloro,risperdal,85.71428571428572,C0592071,Risperdal,BN
rispolept consta,rispolept consta,risperdal consta 12 5 mg,85.5,C1948879,RisperDAL CONSTA 12.5 MG Injection,PSN
rubella and mumps virus vaccine live,rubella and mumps virus vaccine live,rubella virus,85.5,C0035924,rubella virus,IN
rabbit antithymoglobulin,rabbit antithymoglobulin,rabbit allergenic extract 10000 unt/ml,85.5,C2747714,rabbit allergenic extract 10000 UNT/ML,SCDC
