Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
"K Phos/Na Phos, Dibasic/Na Phos, Monobasic",k phos/na phos dibasic/na phos monobasic,k phos/na phos dibasic/na phos monobasic,,,
Kanamycin Sulfate,kanamycin sulfate,kanamycin,C0700540,kanamycin sulfate,PIN
Karaya Gum,karaya gum,karaya gum,C0022516,karaya gum,IN
Ketamine Hydrochloride,ketamine hydrochloride,ketamine,C0700541,ketamine hydrochloride,PIN
Ketoconazole,ketoconazole,ketoconazole,C0022625,ketoconazole,IN
Ketoprofen,ketoprofen,ketoprofen,C0022635,ketoprofen,IN
"Ketoprofen;Cream, Multi Ingredient",ketoprofen multi ingredient,ketoprofen multi ingredient,C0022635,ketoprofen,IN
Ketorolac Tromethamine,ketorolac tromethamine,ketorolac tromethamine,C0064326,ketorolac tromethamine,PIN
Ketotifen Fumarate,ketotifen fumarate,ketotifen,C0043443,ketotifen fumarate,PIN
"Kit, Administration, Intravenous",kit administration intravenous,kit administration intravenous,,,
"Kit, Blood Glucose Test",kit blood glucose test,kit blood glucose test,,,
"Kit, Feeding (Enteral)",kit feeding enteral,kit feeding enteral,,,
L-Methylfolate,l-methylfolate,l-methylfolate,C2939773,L-methylfolate,SY
L-Methylfolate/Methylcobalamin/Pyridoxal Phosphate,l-methylfolate/methylcobalamin/pyridoxal phosphate,l-methylfolate/methylcobalamin/pyridoxal,C2939773,L-methylfolate,SY
L-Methylfolate/Schizochytrium,l-methylfolate/schizochytrium,l-methylfolate/schizochytrium,C2939773,L-methylfolate,SY
Labetalol Hydrochloride,labetalol hydrochloride,labetalol,C0699440,labetalol hydrochloride,PIN
Laboratory Tests and/or Supplies,laboratory tests and/or supplies,laboratory tests and/or supplies,,,
Lacosamide,lacosamide,lacosamide,C0893761,lacosamide,IN
Lactase,lactase,lactase,C0083183,lactase,IN
Lactic Acid,lactic acid,lactic acid,C0064582,lactic acid,PIN
Lactic Acid/Urea,lactic acid/urea,lactic acid/urea,,,
Lactic Acid/Vitamin E,lactic acid/vitamin e,lactic acid/vitamin e,C0064582,lactic acid,PIN
Lactobacillus Acidophilus,lactobacillus acidophilus,lactobacillus acidophilus,C0022939,Lactobacillus acidophilus,IN
Lactobacillus Acidophilus/Lactobacillus Bulgaricus,lactobacillus acidophilus/lactobacillus bulgaricus,lactobacillus acidophilus/lactobacillus bulgaricus,C0022939,Lactobacillus acidophilus,IN
Lactobacillus Combination,lactobacillus combination,lactobacillus combination,,,
Lactobacillus Reuteri,lactobacillus reuteri,lactobacillus reuteri,C0317625,Lactobacillus reuteri,SY
Lactobacillus rhamnosus GG,lactobacillus rhamnosus gg,lactobacillus rhamnosus gg,C5443862,Lactobacillus rhamnosus GG,SY
Lactobacillus Sporogenes,lactobacillus sporogenes,lactobacillus sporogenes,C1877990,Lactobacillus acidophilus 70 Million Cells / Lactobacillus sporogenes 50 Million Cells Oral Tablet,PSN
Lactose,lactose,lactose,C0022949,lactose,IN
Lactulose,lactulose,lactulose,C0022957,lactulose,IN
Lamb s Quarter Allergen Extract,lamb s quarter allergen extract,lamb s quarter allergen extract,,,
Lamivudine,lamivudine,lamivudine,C0209738,lamivudine,IN
Lamivudine/Zidovudine,lamivudine/zidovudine,lamivudine/zidovudine,C0209738,lamivudine,IN
Lamotrigine,lamotrigine,lamotrigine,C0064636,lamotrigine,IN
Lamotrigine;Lamotrigine,lamotrigine lamotrigine,lamotrigine lamotrigine,C0064636,lamotrigine,IN
Lamotrigine;Lamotrigine;Lamotrigine,lamotrigine lamotrigine lamotrigine,lamotrigine lamotrigine lamotrigine,C0064636,lamotrigine,IN
Lanadelumab-flyo,lanadelumab-flyo,lanadelumab-flyo,C4723206,lanadelumab-flyo,PIN
Lancet,lancet,lancet,,,
Lancet Device,lancet device,lancet device,,,
Lanolin,lanolin,lanolin,C0023024,lanolin,IN
"Lanolin/Mineral Oil/Petrolatum, White",lanolin/mineral oil/petrolatum white,lanolin/mineral oil/petrolatum white,C0023024,lanolin,IN
Lanolin/Petrolatum,lanolin/petrolatum,lanolin/petrolatum,C0023024,lanolin,IN
Lanreotide Acetate,lanreotide acetate,lanreotide,C0771414,lanreotide acetate,PIN
Lansoprazole,lansoprazole,lansoprazole,C0050940,lansoprazole,IN
Lanthanum Carbonate,lanthanum carbonate,lanthanum carbonate,C0768119,lanthanum carbonate,IN
Lapatinib Ditosylate,lapatinib ditosylate,lapatinib ditosylate,C1504917,lapatinib ditosylate,PIN
Laronidase,laronidase,laronidase,C1302054,laronidase,IN
Larotrectinib,larotrectinib,larotrectinib,C4524315,larotrectinib,IN
Lasmiditan,lasmiditan,lasmiditan,C4519199,lasmiditan,IN
Latanoprost,latanoprost,latanoprost,C0090306,latanoprost,IN
Latanoprost/Netarsudil,latanoprost/netarsudil,latanoprost/netarsudil,C0090306,latanoprost,IN
Latanoprostene Bunod,latanoprostene bunod,latanoprostene bunod,C4279599,latanoprostene bunod,IN
Lecithin,lecithin,lecithin,C0031617,lecithin,IN
Ledipasvir/Sofosbuvir,ledipasvir/sofosbuvir,ledipasvir/sofosbuvir,C3851350,ledipasvir,IN
Leflunomide,leflunomide,leflunomide,C0063041,leflunomide,IN
Lemborexant,lemborexant,lemborexant,C4519269,lemborexant,IN
Lemon Balm/Melatonin,lemon balm/melatonin,lemon balm/melatonin,,,
Lenalidomide,lenalidomide,lenalidomide,C1144149,lenalidomide,IN
Lenvatinib,lenvatinib,lenvatinib,C2986924,lenvatinib,IN
Lenvatinib;Lenvatinib,lenvatinib lenvatinib,lenvatinib lenvatinib,C2986924,lenvatinib,IN
Leptospermum Honey,leptospermum honey,leptospermum honey,,,
Letermovir,letermovir,letermovir,C3852938,letermovir,IN
Letrozole,letrozole,letrozole,C0246421,letrozole,IN
Leucine,leucine,leucine,C0023401,leucine,IN
Leucovorin Calcium,leucovorin calcium,leucovorin,C0731033,leucovorin calcium,PIN
Leuprolide Acetate,leuprolide acetate,leuprolide,C0700596,leuprolide acetate,PIN
Leuprolide Acetate;Norethindrone Acetate,leuprolide acetate norethindrone acetate,leuprolide norethindrone,C0085272,leuprolide,IN
Levalbuterol Hydrochloride,levalbuterol hydrochloride,levalbuterol,C0772502,levalbuterol hydrochloride,PIN
Levalbuterol Tartrate,levalbuterol tartrate,levalbuterol,C1576818,levalbuterol tartrate,PIN
Levetiracetam,levetiracetam,levetiracetam,C0377265,levetiracetam,IN
Levobunolol Hydrochloride,levobunolol hydrochloride,levobunolol,C0733365,levobunolol hydrochloride,PIN
Levocarnitine,levocarnitine,levocarnitine,C0087163,levocarnitine,IN
Levocarnitine Hydrochloride,levocarnitine hydrochloride,levocarnitine,C2927611,levocarnitine hydrochloride,PIN
Levocetirizine Dihydrochloride,levocetirizine dihydrochloride,levocetirizine dihydrochloride,C1321643,levocetirizine dihydrochloride,PIN
Levodopa,levodopa,levodopa,C0023570,levodopa,IN
Levofloxacin,levofloxacin,levofloxacin,C0282386,levofloxacin,IN
Levomefolate Ca;Estrogen/Progestin/Folate Combinat,levomefolate ca estrogen/progestin/folate combinat,levomefolate ca estrogen/progestin/folate combinat,C2939773,levomefolate,IN
Levomefolate Ca/Methylcobalamin/Pyridoxal Phos,levomefolate ca/methylcobalamin/pyridoxal phos,levomefolate ca/methylcobalamin/pyridoxal phos,C2939773,levomefolate,IN
Levomefolate Calcium,levomefolate calcium,levomefolate,C2828271,levomefolate calcium,PIN
Levomefolate Calcium/Schizochytrium,levomefolate calcium/schizochytrium,levomefolate calcium/schizochytrium,C2939773,levomefolate,IN
Levomilnacipran Hydrochloride,levomilnacipran hydrochloride,levomilnacipran,C3663521,levomilnacipran hydrochloride,PIN
Levomilnacipran Hydrochloride;Levomilnacipran Hydr,levomilnacipran hydrochloride levomilnacipran hydr,levomilnacipran levomilnacipran hydr,,,
Levonorgestrel,levonorgestrel,levonorgestrel,C0023566,levonorgestrel,IN
Levorphanol Tartrate,levorphanol tartrate,levorphanol,C0596008,levorphanol tartrate,PIN
Levothyroxine Sodium,levothyroxine sodium,levothyroxine,C0079691,levothyroxine sodium,PIN
Levothyroxine Sodium/Liothyronine Sodium,levothyroxine sodium/liothyronine sodium,levothyroxine sodium/liothyronine,,,
Lidocaine,lidocaine,lidocaine,C0023660,lidocaine,IN
Lidocaine Hydrochloride,lidocaine hydrochloride,lidocaine,C0309401,lidocaine hydrochloride Injection,SCDFP
"Lidocaine Hydrochloride;Cream, Multi Ingredient",lidocaine hydrochloride multi ingredient,lidocaine multi ingredient,C0023660,lidocaine,IN
Lidocaine;Prilocaine;Cream Base,lidocaine prilocaine base,lidocaine prilocaine base,C0023660,lidocaine,IN
Lidocaine/Menthol,lidocaine/menthol,lidocaine/menthol,C0023660,lidocaine,IN
Lidocaine/Menthol/Methyl Salicylate,lidocaine/menthol/methyl salicylate,lidocaine/menthol/methyl salicylate,C0023660,lidocaine,IN
Lidocaine/Prilocaine,lidocaine/prilocaine,lidocaine/prilocaine,C0023660,lidocaine,IN
Lidocaine/Tetracaine,lidocaine/tetracaine,lidocaine/tetracaine,C0023660,lidocaine,IN
Lifitegrast,lifitegrast,lifitegrast,C3713860,lifitegrast,IN
Linaclotide,linaclotide,linaclotide,C2000261,linaclotide,IN
Linagliptin,linagliptin,linagliptin,C2746078,linagliptin,IN
Linagliptin/Metformin Hydrochloride,linagliptin/metformin hydrochloride,linagliptin/metformin,C2746078,linagliptin,IN
Lincomycin Hydrochloride,lincomycin hydrochloride,lincomycin,C0282219,lincomycin hydrochloride,PIN
Lindane,lindane,lindane,C0005038,lindane,IN
Linezolid,linezolid,linezolid,C0663241,linezolid,IN
Liothyronine Sodium,liothyronine sodium,liothyronine,C0546882,liothyronine sodium,PIN
Lipase,lipase,lipase,C0023764,lipase,IN
Liquid Base,liquid base,liquid base,C1697794,Liquid,DF
Liraglutide,liraglutide,liraglutide,C1456408,liraglutide,IN
Lisdexamfetamine Dimesylate,lisdexamfetamine dimesylate,lisdexamfetamine dimesylate,C1739826,lisdexamfetamine dimesylate,PIN
Lisinopril,lisinopril,lisinopril,C0065374,lisinopril,IN
Lithium Carbonate,lithium carbonate,lithium carbonate,C0085217,lithium carbonate,IN
Lithium Citrate,lithium citrate,lithium citrate,C0125997,lithium citrate,IN
Lodoxamide Tromethamine,lodoxamide tromethamine,lodoxamide tromethamine,C0065148,lodoxamide tromethamine,PIN
Lofexidine,lofexidine,lofexidine,C0065152,lofexidine,IN
Lomustine,lomustine,lomustine,C0023972,lomustine,IN
Lonafarnib,lonafarnib,lonafarnib,C1257385,lonafarnib,IN
Lonapegsomatropin-tcgd,lonapegsomatropin-tcgd,lonapegsomatropin-tcgd,C5553578,lonapegsomatropin-tcgd,PIN
Loperamide Hydrochloride,loperamide hydrochloride,loperamide,C0282221,loperamide hydrochloride,PIN
Loperamide Hydrochloride/Simethicone,loperamide hydrochloride/simethicone,loperamide hydrochloride/simethicone,C0023992,loperamide,IN
Lopinavir/Ritonavir,lopinavir/ritonavir,lopinavir/ritonavir,C0674432,lopinavir,IN
Loratadine,loratadine,loratadine,C0065180,loratadine,IN
Loratadine/Pseudoephedrine Sulfate,loratadine/pseudoephedrine sulfate,loratadine/pseudoephedrine,C0065180,loratadine,IN
Lorazepam,lorazepam,lorazepam,C0024002,lorazepam,IN
Lorcaserin Hydrochloride,lorcaserin hydrochloride,lorcaserin,C2697942,lorcaserin hydrochloride,PIN
Lorlatinib,lorlatinib,lorlatinib,C4080091,lorlatinib,IN
Losartan Potassium,losartan potassium,losartan,C0700492,losartan potassium,PIN
Loteprednol Etabonate,loteprednol etabonate,loteprednol etabonate,C0126177,loteprednol etabonate,IN
Loteprednol Etabonate/Tobramycin,loteprednol etabonate/tobramycin,loteprednol etabonate/tobramycin,C0772364,loteprednol,IN
Lotilaner,lotilaner,lotilaner,C4550692,lotilaner,IN
"Lotion, Multi Ingredient",lotion multi ingredient,lotion multi ingredient,C0544341,Lotion,DF
Lovastatin,lovastatin,lovastatin,C0024027,lovastatin,IN
Loxapine Succinate,loxapine succinate,loxapine,C0024057,loxapine succinate,PIN
"Lozenge, Multi Ingredient",lozenge multi ingredient,lozenge multi ingredient,,,
Lubiprostone,lubiprostone,lubiprostone,C1684405,lubiprostone,IN
Luliconazole,luliconazole,luliconazole,C1956280,luliconazole,IN
Lumasiran,lumasiran,lumasiran,C5418443,lumasiran,IN
Lumateperone,lumateperone,lumateperone,C4305843,lumateperone,IN
Lurasidone Hydrochloride,lurasidone hydrochloride,lurasidone,C2697950,lurasidone hydrochloride,PIN
Lysine,lysine,lysine,C0024337,lysine,IN
Lysine Hydrochloride,lysine hydrochloride,lysine,C0024340,lysine hydrochloride,PIN
Macimorelin,macimorelin,macimorelin,C2986922,macimorelin,IN
Macitentan,macitentan,macitentan,C2606556,macitentan,IN
Mafenide Acetate,mafenide acetate,mafenide,C0024453,mafenide acetate,PIN
Magnesium,magnesium,,C0024467,magnesium,IN
Magnesium Chloride,magnesium chloride,chloride,C0024472,magnesium chloride,IN
Magnesium Citrate,magnesium citrate,citrate,C0126774,magnesium citrate,IN
Magnesium Gluconate,magnesium gluconate,gluconate,C0126777,magnesium gluconate,IN
Magnesium Glycinate,magnesium glycinate,glycinate,C1509560,magnesium glycinate,IN
Magnesium Hydroxide,magnesium hydroxide,hydroxide,C0024476,magnesium hydroxide,IN
Magnesium Oxide,magnesium oxide,oxide,C0024477,magnesium oxide,IN
Magnesium Sulfate,magnesium sulfate,,C0024480,magnesium sulfate,IN
Magnesium Sulfate/Potassium Sulfate/Sodium Sulfate,magnesium sulfate/potassium sulfate/sodium sulfate,sulfate/potassium sulfate/sodium,,,
Malathion,malathion,malathion,C0024547,malathion,IN
Mannitol,mannitol,mannitol,C0024730,mannitol,IN
Mannitol/Sorbitol,mannitol/sorbitol,mannitol/sorbitol,C0024730,mannitol,IN
Maprotiline Hydrochloride,maprotiline hydrochloride,maprotiline,C0700455,maprotiline hydrochloride,PIN
Maralixibat,maralixibat,maralixibat,C5418448,maralixibat,IN
Maraviroc,maraviroc,maraviroc,C1667052,maraviroc,IN
Maribavir,maribavir,maribavir,C1508759,maribavir,IN
"Mask, Face",mask face,mask face,,,
Mavacamten,mavacamten,mavacamten,C4742219,mavacamten,IN
"Measles, Mumps, and Rubella Virus Vaccine, Live",measles mumps and rubella virus vaccine live,measles mumps and rubella virus vaccine live,C2356371,"measles, mumps, and rubella virus vaccine live (generic for M-M-R II) 0.5 ML Injection",PSN
"Measles, Mumps, Rubella and Varicella Vaccine Live",measles mumps rubella and varicella vaccine live,measles mumps rubella and varicella vaccine live,C2364510,"measles, mumps, rubella and varicella virus vaccine live 0.5 ML Injection",SY
Mebendazole,mebendazole,mebendazole,C0025023,mebendazole,IN
Mecamylamine Hydrochloride,mecamylamine hydrochloride,mecamylamine,C0304526,mecamylamine hydrochloride,PIN
Mecasermin,mecasermin,mecasermin,C0904505,mecasermin,IN
Mechlorethamine Hydrochloride,mechlorethamine hydrochloride,mechlorethamine,C0600266,mechlorethamine hydrochloride,PIN
Meclizine Hydrochloride,meclizine hydrochloride,meclizine,C0282227,meclizine hydrochloride,PIN
Meclofenamate Sodium,meclofenamate sodium,meclofenamate,C0025041,meclofenamate sodium,PIN
Medical Food,medical food,medical food,,,
Medium Chain Triglycerides,medium chain triglycerides,medium chain triglycerides,C0724624,medium chain triglycerides,IN
Medroxyprogesterone Acetate,medroxyprogesterone acetate,medroxyprogesterone,C0065864,medroxyprogesterone acetate,PIN
Mefenamic Acid,mefenamic acid,mefenamic acid,C0025152,mefenamic acid,PIN
Mefloquine Hydrochloride,mefloquine hydrochloride,mefloquine,C0282398,mefloquine hydrochloride,PIN
Megestrol Acetate,megestrol acetate,megestrol,C0065879,megestrol acetate,PIN
Melatonin,melatonin,melatonin,C0025219,melatonin,IN
Melatonin/Pyridoxine,melatonin/pyridoxine,melatonin/pyridoxine,C0025219,melatonin,IN
Meloxicam,meloxicam,meloxicam,C0083381,meloxicam,IN
Melphalan Hydrochloride,melphalan hydrochloride,melphalan,C0771055,melphalan hydrochloride,PIN
Memantine HCl;Memantine HCl;Memantine HCl;Memantin,memantine hcl memantine hcl memantine hcl memantin,memantine memantine memantine memantin,C0025242,memantine,IN
Memantine Hydrochloride,memantine hydrochloride,memantine,C0771988,memantine hydrochloride,PIN
Memantine Hydrochloride;Memantine Hydrochloride,memantine hydrochloride memantine hydrochloride,memantine memantine,C0025242,memantine,IN
Meningococcal Oligosaccharide Vac Diphtheria Conj,meningococcal oligosaccharide vac diphtheria conj,meningococcal oligosaccharide vac diphtheria conj,,,
Meningococcal Polysaccharide Vac Diphtheria Conj,meningococcal polysaccharide vac diphtheria conj,meningococcal polysaccharide vac diphtheria conj,,,
Meningococcal Polysaccharide Vaccine,meningococcal polysaccharide vaccine,meningococcal polysaccharide vaccine,C0982275,meningococcal polysaccharide vaccine group W-135,IN
"Meningococcal Vac, Tetanus Conjugate, Quadrivalent",meningococcal vac tetanus conjugate quadrivalent,meningococcal vac tetanus conjugate quadrivalent,,,
"Meningococcal Vaccine, Group B",meningococcal vaccine group b,meningococcal vaccine group b,C3859491,meningococcal group B vaccine,IN
Menthol,menthol,menthol,C0025368,menthol,IN
Menthol/Methyl Salicylate,menthol/methyl salicylate,menthol/methyl salicylate,C0025368,menthol,IN
Menthol/Zinc Oxide,menthol/zinc oxide,menthol/zinc oxide,C0025368,menthol,IN
Meperidine Hydrochloride,meperidine hydrochloride,meperidine,C0353148,meperidine hydrochloride,PIN
Mepolizumab,mepolizumab,mepolizumab,C0969324,mepolizumab,IN
Meprobamate,meprobamate,meprobamate,C0025386,meprobamate,IN
Mercaptopurine,mercaptopurine,mercaptopurine,C0000618,mercaptopurine,IN
Meropenem,meropenem,meropenem,C0066005,meropenem,IN
Mesalamine,mesalamine,mesalamine,C0127615,mesalamine,IN
Mesna,mesna,mesna,C0000294,mesna,IN
Mestranol/Norethindrone;Placebo,mestranol/norethindrone placebo,mestranol/norethindrone placebo,C0025506,mestranol,IN
Metaproterenol Sulfate,metaproterenol sulfate,metaproterenol,C0025573,metaproterenol sulfate,PIN
Metaxalone,metaxalone,metaxalone,C0163055,metaxalone,IN
"Meter, Peak Flow, Spirometry",meter peak flow spirometry,meter peak flow spirometry,,,
Metformin Hydrochloride,metformin hydrochloride,metformin,C0770893,metformin hydrochloride,PIN
Metformin Hydrochloride/Pioglitazone Hydrochloride,metformin hydrochloride/pioglitazone hydrochloride,metformin hydrochloride/pioglitazone,C0025598,metformin,IN
Metformin Hydrochloride/Saxagliptin Hydrochloride,metformin hydrochloride/saxagliptin hydrochloride,metformin hydrochloride/saxagliptin,C0025598,metformin,IN
Metformin Hydrochloride/Sitagliptin Phosphate,metformin hydrochloride/sitagliptin phosphate,metformin hydrochloride/sitagliptin,C0025598,metformin,IN
Methacholine Chloride,methacholine chloride,methacholine chloride,C0079829,methacholine chloride,PIN
Methadone Hydrochloride,methadone hydrochloride,methadone,C0721688,methadone hydrochloride,PIN
Methamphetamine Hydrochloride,methamphetamine hydrochloride,methamphetamine,C0282233,methamphetamine hydrochloride,PIN
Methazolamide,methazolamide,methazolamide,C0025631,methazolamide,IN
Methenamine Hippurate,methenamine hippurate,methenamine hippurate,C0066105,methenamine hippurate,PIN
Methenamine Mandelate,methenamine mandelate,methenamine mandelate,C0609436,methenamine mandelate,PIN
Methimazole,methimazole,methimazole,C0025644,methimazole,IN
Methionine,methionine,methionine,C0025646,methionine,IN
Methocarbamol,methocarbamol,methocarbamol,C0025659,methocarbamol,IN
Methotrexate,methotrexate,methotrexate,C0025677,methotrexate,IN
Methotrexate Sodium,methotrexate sodium,methotrexate,C0949359,methotrexate sodium,PIN
Methoxsalen,methoxsalen,methoxsalen,C0025684,methoxsalen,IN
Methscopolamine Bromide,methscopolamine bromide,methscopolamine,C0141756,methscopolamine bromide,PIN
Methsuximide,methsuximide,methsuximide,C0109002,methsuximide,IN
Methylcellulose,methylcellulose,methylcellulose,C0025729,methylcellulose,IN
Methylcobalamin,methylcobalamin,methylcobalamin,,,
Methyldopa,methyldopa,methyldopa,C0025741,methyldopa,IN
Methylene Blue,methylene blue,methylene blue,C0025746,methylene blue,IN
Methylergonovine Maleate,methylergonovine maleate,methylergonovine maleate,C0289432,methylergonovine maleate,PIN
Methylnaltrexone Bromide,methylnaltrexone bromide,methylnaltrexone,C2343921,methylnaltrexone bromide,PIN
