cui,rxnorm_tty,rxnorm_name,atc_codes,atc_labels
C0752270,IN,Echinacea preparation,,
C0753183,,,C09AA14,temocapril
C0753474,,,,
C0753645,IN,gatifloxacin,J01MA16;S01AE06,gatifloxacin
C0753678,IN,paliperidone,N05AX13,paliperidone
C0754011,IN,abiraterone,L02BX03,abiraterone
C0754022,,,,
C0754188,IN,amprenavir,J05AE05,amprenavir
C0754280,IN,flibanserin,G02CX02,flibanserin
C0754570,,,,
C0754647,IN,frovatriptan,N02CC07,frovatriptan
C0754659,IN,dutasteride,G04CB02,dutasteride
C0754820,IN,gadoversetamide,V08CA06,gadoversetamide
C0754923,IN,sinapultide,,
C0756081,IN,quinupristin,,
C0756085,IN,dalfopristin,,
C0757422,,,D03AX15,trafermin
C0758115,,,,
C0759032,,,J05AX06,pleconaril
C0759933,IN,eletriptan,N02CC06,eletriptan
C0762662,IN,rofecoxib,M01AH02,rofecoxib
C0763530,IN,calfactant,,
C0764105,,,,
C0765273,IN,bexarotene,L01XF03,bexarotene
C0766108,IN,clevidipine,C08CA16,clevidipine
C0766224,IN,perfluorohexyloctane,,
C0766326,IN,dronedarone,C01BD07,dronedarone
C0767382,,,,
C0767630,,,,
C0768119,IN,lanthanum carbonate,V03AE03,lanthanum carbonate
C0768176,,,,
C0769777,,,,
C0770206,,,A10AB03;A10AC03;A10AD03;A10AE03,insulin (pork)
C0770343,,,,
C0770393,PIN,clorazepic acid,,
C0770426,PIN,codeine polistirex,,
C0770514,,,,
C0770518,,,,
C0770555,IN,"thyroid, porcine",,
C0770558,IN,human calcitonin,,
C0770564,,,,
C0770578,IN,"sodium phosphate, monobasic",,
C0770604,,,,
C0770612,IN,licorice root extract,,
C0770624,IN,carbomer,,
C0770666,PIN,"nitrofurantoin, macrocrystals",,
C0770720,PIN,diphtheria toxoid adsorbed,,
C0770959,IN,Capsicum oleoresin,,
C0770983,PIN,anhydrous zinc acetate,,
C0771080,,,,
C0771139,IN,dobesilic acid,,
C0771144,IN,Cynara preparation,,
C0771204,PIN,anhydrous tacrolimus,,
C0771269,PIN,picosulfuric acid,,
C0771311,PIN,alendronic acid,M05BA04,alendronic acid
C0771375,PIN,docetaxel anhydrous,,
C0771424,IN,prifinium,,
C0771451,PIN,midecamycin diacetate,,
C0771502,IN,amylmetacresol,,
C0771607,IN,saw palmetto extract,,
C0771648,IN,poractant alfa,,
C0771655,IN,levomenthol,,
C0771737,,,,
C0771795,,,V08CA02,gadoteric acid
C0771797,PIN,sodium sulfate anhydrous,,
C0771950,IN,fluprednidene,D07AB07;D07XB03,fluprednidene
C0771954,IN,piroctone,,
C0772024,IN,"sodium phosphate, dibasic",,
C0772051,IN,samarium Sm 153 lexidronam,V10BX02,samarium (153Sm) lexidronam
C0772080,IN,talniflumate,,
C0772088,,,,
C0772089,IN,trospium,G04BD09,trospium
C0772125,IN,Ginkgo biloba extract,,
C0772197,IN,chlorotheophylline,,
C0772202,IN,cyclomethicone,,
C0772228,IN,acesulfame,,
C0772239,IN,zinc citrate,,
C0772241,IN,levomethadone,N07BC05,levomethadone
C0772258,PIN,camphor oil,,
C0772289,PIN,"corticotropin-releasing factor, human",V04CD04,corticorelin
C0772295,IN,benzoxonium,,
C0772301,,,,
C0772313,,,,
C0772319,IN,unoprostone,S01EE02,unoprostone
C0772321,IN,mangafodipir,V08CA05,mangafodipir
C0772342,IN,levomethadyl,,
C0772364,IN,loteprednol,S01BA14,loteprednol
C0772394,IN,lepirudin,B01AE02,lepirudin
C0772501,IN,levalbuterol,,
C0772505,IN,dexketoprofen,M01AE17;M02AA27,dexketoprofen
C0776024,,,,
C0785399,,,,
C0789408,IN,cat hair extract,,
C0789987,,,,
C0795575,PIN,eptacog alfa activated,,
C0795585,IN,bee pollen,,
C0795589,PIN,urea [14C],,
C0795597,PIN,cytarabine liposome,,
C0795617,IN,grape extract,,
C0795635,IN,"insulin, regular, human",A10AB01;A10AC01;A10AD01;A10AE01;A10AF01,insulin (human)
C0795657,PIN,"alpha 1-proteinase inhibitor, human",,
C0795661,,,J07BH01,"rota virus, live attenuated"
C0795671,IN,trisodium citrate,,
C0795674,IN,valerian root extract,,
C0795677,PIN,"von Willebrand factor, human",,
C0795760,,,,
C0796320,,,,
C0796392,IN,bevacizumab,L01FG01;S01LA08,bevacizumab
C0796396,PIN,iodine-125,,
C0796399,,,,
C0796545,IN,peginterferon alfa-2b,L03AB10,peginterferon alfa-2b
C0813203,PIN,desoxycorticosterone acetate,,
C0813973,,,,
C0815310,IN,heavy mineral oil,,
C0851342,IN,magnesium silicate,A02AA05,magnesium silicate
C0851344,IN,exemestane,L02BG06,exemestane
C0872887,IN,button mushroom extract,,
C0872895,IN,Ginkgo biloba leaf extract,,
C0872906,IN,milk thistle seed extract,,
C0872913,IN,tenecteplase,B01AD11,tenecteplase
C0872916,PIN,xenon-133,V09EX03,xenon (133Xe) gas
C0873006,PIN,"ferrous sulfate,dried",,
C0873038,IN,boswellia preparation,,
C0873055,,,,
C0873078,IN,Echinacea angustifolia root extract,,
C0873118,IN,levobupivacaine,N01BB10,levobupivacaine
C0873137,IN,Korean ginseng preparation,,
C0873138,IN,Korean ginseng root extract,,
C0873139,IN,Siberian ginseng root extract,,
C0874039,IN,salicin extract,,
C0874052,IN,Echinacea purpurea extract,,
C0874065,IN,Korean ginseng root,,
C0874069,,,,
C0874161,IN,oseltamivir,J05AH02,oseltamivir
C0875947,IN,sodium ferric gluconate complex,,
C0876232,PIN,glucagon (rDNA),,
C0876716,IN,rapacuronium,,
C0876769,IN,iron carbonyl,,
C0877777,IN,European honey bee venom protein,,
C0877778,IN,skullcap preparation,,
C0877812,,,,
C0877860,IN,felbinac,M02AA08,felbinac
C0877863,,,,
C0877874,,,,
C0877876,,,,
C0877880,IN,ibritumomab tiuxetan,,
C0878127,,,,
C0878129,,,,
C0878141,,,,
C0878209,,,,
C0878309,,,J01XE03,furazidin
C0878422,,,,
C0878528,,,,
C0879427,IN,panitumumab,L01FE02,panitumumab
C0879444,,,,
C0883242,IN,mycophenolate,,
C0885226,,,,
C0886575,,,,
C0886584,IN,metyrosine,C02KB01,metirosine
C0886631,PIN,potassium citrate anhydrous,,
C0886706,,,,
C0886809,PIN,enalaprilat anhydrous,,
C0886855,PIN,imipenem anhydrous,,
C0886951,,,,
C0887117,IN,"ornithine, (L)-isomer",,
C0887243,,,,
C0887353,,,,
C0887447,,,,
C0887557,IN,sodium ascorbate,,
C0887682,PIN,cyclophosphamide monohydrate,,
C0887700,PIN,"sodium acetate, anhydrous",,
C0892071,,,,
C0892408,,,,
C0892616,,,,
C0893355,,,,
C0893383,PIN,gallium 67 citrate,V09HX01,gallium (67Ga) citrate
C0893761,IN,lacosamide,N03AX18,lacosamide
C0903411,IN,tafenoquine,P01BA07,tafenoquine
C0903898,IN,nateglinide,A10BX03,nateglinide
C0904505,IN,mecasermin,H01AC03,mecasermin
C0905464,,,C07AB14,landiolol
C0905677,,,,
C0906166,,,A10BX08,mitiglinide
C0907349,IN,nelarabine,L01BB07,nelarabine
C0907402,IN,insulin glargine,A10AE04,insulin glargine
C0907410,IN,telithromycin,J01FA15,telithromycin
C0907722,,,,
C0907850,IN,ciclesonide,R01AD13;R03BA08,ciclesonide
C0907855,,,,
C0907956,,,,
C0908935,IN,desloratadine,R06AX27,desloratadine
C0909381,IN,valganciclovir,J05AB14,valganciclovir
C0909839,IN,emtricitabine,J05AF09,emtricitabine
C0909862,,,,
C0910859,,,,
C0910864,,,,
C0912024,IN,apigenin,,
C0912295,IN,neotame,,
C0912322,,,,
C0913246,IN,valdecoxib,M01AH03,valdecoxib
C0913441,,,,
C0913469,IN,pegvisomant,H01AX01,pegvisomant
C0913506,IN,prucalopride,A06AX05,prucalopride
C0914729,IN,almotriptan,N02CC05,almotriptan
C0915142,IN,parecoxib,M01AH04,parecoxib
C0915685,,,,
C0916062,IN,bemiparin,B01AB12,bemiparin
C0917688,,,,
C0917744,,,,
C0917964,,,,
C0917976,,,,
C0919320,,,,
C0919322,,,,
C0935916,IN,fulvestrant,L02BA03,fulvestrant
C0935918,,,,
C0935936,,,,
C0935989,IN,imatinib,L01EA01,imatinib
C0936060,,,,
C0936139,,,M05BX03,strontium ranelate
C0936148,IN,posaconazole,J02AC04,posaconazole
C0936150,MIN,artemether / lumefantrine,P01BF01,artemether and lumefantrine
C0937607,,,,
C0937627,IN,green tea leaf extract,,
C0937640,IN,milk thistle extract,,
C0937766,IN,Arnica flowers extract,,
C0937846,IN,esomeprazole,A02BC05,esomeprazole
C0937858,IN,perflutren,,
C0937879,IN,millet extract,,
C0937916,IN,travoprost,S01EE04,travoprost
C0937917,IN,bimatoprost,S01EE03,bimatoprost
C0937932,IN,rasburicase,V03AF07,rasburicase
C0937950,IN,darbepoetin alfa,B03XA02,darbepoetin alfa
C0938478,IN,milk thistle fruit extract,,
C0939803,IN,goldenseal extract,,
C0939806,IN,Matricaria recutita extract,,
C0939860,IN,Arnica montana extract,,
C0939937,IN,honey preparation,,
C0947663,,,,
C0949307,IN,formalin,,
C0949453,,,,
C0949636,,,,
C0949647,IN,tocotrienols,,
C0950252,PIN,"limonene, (+)-",,
C0950476,,,,
C0950651,,,,
C0950902,BN,Integrilin,,
C0953467,IN,tacalcitol,D05AX04,tacalcitol
C0957702,,,,
C0960373,,,,
C0960559,,,,
C0960807,,,,
C0961209,IN,nepafenac,S01BC10,nepafenac
C0961485,IN,eplerenone,C03DA04,eplerenone
C0961664,,,,
C0961689,,,,
C0961780,IN,isoxaflutole,,
C0961781,IN,spinosad,,
C0961965,IN,metreleptin,A16AA07,metreleptin
C0962517,IN,agalsidase alfa,A16AB03,agalsidase alfa
C0962603,IN,alefacept,L04AA15,alefacept
C0962702,,,,
C0963398,IN,tenofovir disoproxil,J05AF07,tenofovir disoproxil
C0963839,,,G03XC03,lasofoxifene
C0964264,,,,
C0965129,IN,rosuvastatin,C10AA07,rosuvastatin
C0965226,,,,
C0965594,,,,
C0965618,IN,roflumilast,D05AX06;R03DX07,roflumilast
C0966107,IN,conivaptan,C03XA02,conivaptan
C0966140,,,,
C0966225,IN,omalizumab,R03DX05,omalizumab
C0966370,,,B01AE05,ximelagatran
C0966500,PIN,"antihemophilic factor, human recombinant residues 743-1636 deleted",,
C0966564,,,,
C0967809,,,,
C0968226,,,,
C0969324,IN,mepolizumab,R03DX09,mepolizumab
C0969397,,,,
C0969589,IN,arformoterol,,
C0969638,,,,
C0969677,IN,alpha tocopherol,,
C0971023,IN,entecavir,J05AF10,entecavir
C0971116,,,,
C0971469,,,,
C0971473,,,,
C0971574,,,,
C0971579,IN,vardenafil,G04BE09,vardenafil
C0971637,,,N06AX22,agomelatine
C0972314,IN,etoricoxib,M01AH05,etoricoxib
C0981817,PIN,"albumin,microsphere human serum",,
C0981840,IN,Aspergillus terreus allergenic extract,,
C0981883,IN,whole wheat allergenic extract,,
C0981884,IN,Fusarium oxysporum allergenic extract,,
C0981911,IN,house dust allergenic extract,,
C0981952,IN,pyrethrum allergenic extract,,
C0981959,IN,Rhizopus arrhizus allergenic extract,,
C0981976,IN,sugar beet allergenic extract,,
C0981982,IN,Timothy grass pollen extract,,
C0981984,IN,Trichophyton mentagrophytes allergenic extract,,
C0982005,IN,corn smut allergenic extract,,
C0982025,IN,anti-inhibitor coagulant complex,B02BD01;B02BD03,"coagulation factor IX, II, VII and X in combination;factor VIII inhibitor bypassing activity"
C0982043,,,,
C0982111,IN,D-biotin,,
C0982134,IN,egg yolk phospholipids,,
C0982154,,,,
C0982177,,,,
C0982194,PIN,hesperidin complex,,
C0982206,IN,hydroxypropyl methylcellulose 2208,,
C0982207,IN,hydroxypropyl methylcellulose 2910,,
C0982210,IN,imidurea,,
C0982221,IN,"insulin lispro protamine, human",,
C0982234,,,,
C0982237,IN,iodohippurate,,
C0982245,IN,lanolin alcohols,,
C0982266,IN,magnesium acetate,,
C0982333,,,,
C0982338,IN,yellow phenolphthalein,,
C0982353,IN,potassium lactate,B05XA15,potassium lactate
C0982372,,,,
C0982374,IN,rice bran,,
C0982384,IN,"silicon dioxide, colloidal",,
C0982388,PIN,trisodium citrate anhydrous,,
C0982396,PIN,"sodium phosphate, dibasic, anhydrous",,
C0982413,PIN,"stannous chloride,anhydrous",,
C0982443,IN,undecylenate,,
C0982461,,,,
C0991843,IN,lanolin oil,,
C0991864,,,,
C0991867,,,,
C0991878,,,,
C0991883,,,,
C0993202,IN,Alternaria alternata allergenic extract,,
C0994472,PIN,dl-alpha tocopheryl acetate,,
C0995188,IN,cetuximab,L01FE01,cetuximab
C1017040,,,,
C1095803,IN,Capsicum extract,,
C1095804,IN,Eucalyptus extract,,
C1095890,IN,wormwood extract,,
C1095891,IN,Siberian ginseng preparation,,
C1095901,,,,
C1095905,IN,beets preparation,,
C1095917,,,,
C1096766,IN,cisatracurium,M03AC11,cisatracurium
C1096768,IN,meglumine antimoniate,P01CB01,meglumine antimonate
C1098055,,,,
C1098320,IN,olmesartan,,
C1098488,,,,
C1098510,IN,fondaparinux,B01AX05,fondaparinux
C1098515,,,,
C1099053,,,,
C1099168,,,,
C1099211,,,,
C1099259,,,,
C1099414,IN,pimecrolimus,D11AH02,pimecrolimus
C1099420,,,,
C1099456,IN,escitalopram,N06AB10,escitalopram
C1099477,,,,
C1099675,IN,thiosalicylic acid,,
C1099677,IN,solifenacin,G04BD08,solifenacin
C1100584,IN,ceftobiprole,,
C1100924,,,,
C1100970,,,,
C1101148,,,R06AX29;S01GX13,bilastine
C1101322,,,,
C1101425,,,C01EB02,camphora
C1101838,IN,pitavastatin,C10AA08,pitavastatin
C1113707,IN,dimethicone,P03AX05,dimeticone
C1116570,IN,indigotindisulfonate,,
C1119918,IN,ginseng preparation,,
C1120106,IN,ertapenem,J01DH03,ertapenem
C1120110,IN,aliskiren,C09XA02,aliskiren
C1120386,IN,micafungin,J02AX05,micafungin
C1120452,,,,
C1120776,,,,
C1120952,IN,norelgestromin,,
C1121738,,,,
C1121849,IN,vandetanib,L01EX04,vandetanib
C1121991,IN,cangrelor,B01AC25,cangrelor
C1122087,IN,adalimumab,L04AB04,adalimumab
C1122583,,,,
C1122962,IN,gefitinib,L01EB01,gefitinib
C1134452,,,,
C1134467,IN,methyl 5-aminolevulinate,L01XD03,methyl aminolevulinate
C1134528,,,,
C1134654,,,,
C1134659,IN,aflibercept,L01XX44;S01LA05,aflibercept
C1135132,IN,ixabepilone,L01DC04,ixabepilone
C1135135,IN,erlotinib,L01EB02,erlotinib
C1135150,BN,Cortone acetate,,
C1135662,IN,dornase alfa,R05CB13,dornase alfa (desoxyribonuclease)
C1136262,PIN,technetium Tc 99m pertechnetate,V09FX01,technetium (99mTc) pertechnetate
C1136535,IN,pegfilgrastim,L03AA13,pegfilgrastim
C1136704,,,,
C1136869,IN,octyl dodecanol,,
C1137390,,,,
C1137427,IN,agalsidase beta,A16AB04,agalsidase beta
C1137830,,,,
C1138226,,,J05AX27,favipiravir
C1138626,IN,cocoa extract,,
C1141639,PIN,human chorionic gonadotropin,,
C1142738,IN,anidulafungin,J02AX06,anidulafungin
C1142932,,,,
C1142933,,,A08AX01,rimonabant
C1142934,IN,satraplatin,L01XA04,satraplatin
C1142985,IN,ezetimibe,C10AX09,ezetimibe
C1143018,IN,obeticholic acid,A05AA04,obeticholic acid
C1143123,IN,nitenpyram,,
C1144109,IN,octyl triazone,,
C1144149,IN,lenalidomide,L04AX04,lenalidomide
C1144403,IN,oritavancin,J01XA05,oritavancin
C1145610,PIN,cellulose sodium phosphate,V03AG01,sodium cellulose phosphate
C1145701,PIN,amphotericin B liposomal,,
C1145759,IN,atazanavir,J05AE08,atazanavir
C1145760,IN,treprostinil,B01AC21,treprostinil
C1165353,PIN,anhydrous dextrose,,
C1165377,PIN,"sodium phosphate, monobasic, anhydrous",,
C1165386,IN,egg yolk phosphatides,,
C1165560,IN,"calcium carbonate, precipitated",,
C1165603,,,,
C1165733,IN,Lolium perenne allergenic extract,,
C1165801,IN,saccharomyces cerevisiae allergenic extract,,
C1166065,PIN,"betaine, anhydrous",,
C1166245,IN,Carduus marianus preparation,,
C1166521,,,,
C1169997,IN,dexmethylphenidate,N06BA11,dexmethylphenidate
C1170000,IN,drotrecogin alfa,B01AD10,drotrecogin alfa (activated)
C1170011,IN,"insulin aspart protamine, human",,
C1170114,,,,
C1170701,,,,
C1170744,PIN,"drotrecogin alfa (activated), lyophilized",,
C1170748,IN,fibrinolysis inhibitor,,
C1171274,IN,levobetaxolol,,
C1172255,,,,
C1172636,IN,dalbavancin,J01XA04,dalbavancin
C1172734,IN,natalizumab,L04AG03,natalizumab
C1174691,,,,
C1174743,,,,
C1174783,,,,
C1174893,IN,levocetirizine,R06AE09,levocetirizine
C1174995,IN,efalizumab,L04AG02,efalizumab
C1175032,,,,
C1175165,,,,
C1176020,IN,sunitinib,L01EX01,sunitinib
C1176138,,,,
C1176289,,,,
C1176306,IN,aprepitant,A04AD12,aprepitant
C1176308,IN,tolvaptan,C03XA01,tolvaptan
C1176309,IN,bortezomib,L01XG01,bortezomib
C1176315,IN,fosamprenavir,J05AE07,fosamprenavir
C1176316,IN,tadalafil,G04BE08,tadalafil
C1176320,IN,perflexane,,
C1176329,IN,ambrisentan,C02KX02,ambrisentan
C1176415,,,M01AH06,lumiracoxib
C1177183,IN,sage oil,,
C1177218,,,,
C1178459,IN,apple cider vinegar,,
C1186773,PIN,menadiol phosphate,,
C1257385,IN,lonafarnib,A16AX20,lonafarnib
C1257689,,,,
C1258986,,,,
C1259553,,,,
C1260208,,,N07XX10,laquinimod
C1260298,IN,tigecycline,J01AA12,tigecycline
C1262899,,,,
C1268848,,,,
C1268876,IN,follitropin alfa,G03GA05,follitropin alfa
C1269691,,,,
C1271607,IN,lutropin alfa,G03GA07,lutropin alfa
C1272713,,,,
C1273043,PIN,somatropin (recombinant DNA origin),,
C1289957,IN,meclofenamate,,
C1289963,,,,
C1289966,,,,
C1291843,IN,influenza B virus antigen,,
C1302054,IN,laronidase,A16AB05,laronidase
C1306531,,,,
C1307126,PIN,"factor VIII, human",,
C1307235,,,,
C1311053,,,,
C1311070,IN,trabectedin,L01CX01,trabectedin
C1311233,,,,
C1312124,,,,
C1313052,IN,tasimelteon,N05CH03,tasimelteon
C1313238,,,,
C1313386,IN,"insulin glulisine, human",A10AB06,insulin glulisine
C1314787,,,,
C1314954,,,,
C1318649,IN,carglumic acid,A16AA05,carglumic acid
C1321596,IN,miglustat,A16AX06,miglustat
C1321598,IN,panthenol,,
C1321887,PIN,acrylic acid,,
C1321947,,,,
C1322006,IN,difetarsone,P01AR02,difetarsone
C1322012,PIN,indigotindisulfonic acid,,
C1323100,PIN,"tocopherol,DL-alpha",,
C1327830,,,,
C1327841,IN,hexyl 5-aminolevulinate,V04CX06,hexaminolevulinate
C1327844,,,,
C1328025,IN,pertuzumab,L01FD02,pertuzumab
C1328071,IN,methoxy polyethylene glycol-epoetin beta,B03XA03,methoxy polyethylene glycol-epoetin beta
C1328192,,,,
C1328236,,,,
C1328709,,,,
C1329979,,,,
C1330123,BN,Carboxine,,
C1330541,,,,
C1337133,IN,dipropylene glycol,,
C1337242,IN,cinacalcet,H05BX01,cinacalcet
C1337299,IN,strawberry allergenic extract,,
C1337333,,,,
C1337342,PIN,"thrombin, bovine",,
C1337343,PIN,oxidronic acid,,
C1337344,IN,bicisate,,
C1337345,IN,mebrofenin,,
C1350499,,,,
C1366036,IN,tetrofosmin,,
C1366044,PIN,medronic acid,,
C1366066,IN,shea butter,,
C1367202,IN,ipilimumab,L01FX04,ipilimumab
C1372952,PIN,varicella zoster immune globulin (human),,
C1377670,IN,melitracen,N06AA14,melitracen
C1382849,IN,Inula helenium extract,,
C1383453,IN,D&C red no. 28,,
C1383469,,,,
C1384515,IN,corn starch,,
C1433124,,,,
C1433439,PIN,gadofosveset trisodium,,
C1434409,,,,
C1434792,IN,ibalizumab,J05AX23,ibalizumab
C1434916,,,G01AX17,dapivirine
C1435444,IN,darunavir,J05AE10,darunavir
C1436328,IN,eszopiclone,N05CF04,eszopiclone
C1437018,IN,picaridin,,
C1440867,PIN,"lactoferrin, bovine",,
C1440965,,,,
C1445182,IN,cat dander allergenic extract,,
C1445380,IN,clam allergenic extract,,
C1445383,IN,Anthoxanthum odoratum extract,,
C1445421,IN,Aspergillus fumigatus allergenic extract,,
C1445424,IN,Botrytis cinerea allergenic extract,,
C1445427,IN,Cladosporium herbarum allergenic extract,,
C1445442,IN,Trichophyton rubrum allergenic extract,,
C1445578,,,M05BC01,dibotermin alfa
C1445625,,,M05BC02,eptotermin alfa
C1445761,,,,
C1446451,IN,Dactylis glomerata allergenic extract,,
C1446506,IN,Fusarium moniliforme antigen,,
C1446598,,,,
C1449396,,,,
C1449554,,,,
C1450468,,,,
C1451497,,,,
C1451502,IN,tafluprost,S01EE05,tafluprost
C1451733,PIN,"dibasic calcium phosphate, dihydrate",,
C1451872,,,,
C1451975,IN,arimoclomol,N07XX17,arimoclomol
C1452204,,,,
C1452808,,,,
C1453642,IN,telavancin,J01XA03,telavancin
C1453711,,,,
C1453741,,,,
C1453771,,,,
C1453933,IN,telbivudine,J05AF11,telbivudine
C1454350,,,,
C1454590,IN,aprinocarsen,,
C1454896,,,,
C1455035,IN,degarelix,L02BX02,degarelix
C1455147,IN,dasatinib,L01EA02,dasatinib
C1455381,,,,
C1455513,,,,
C1456408,IN,liraglutide,A10BJ02,liraglutide
C1456409,IN,etravirine,J05AG04,etravirine
C1506770,IN,lapatinib,L01EH01,lapatinib
C1506802,,,,
C1507354,,,J01MA19,garenoxacin
C1508759,IN,maribavir,J05AX10,maribavir
C1509244,PIN,human epidermal growth factor,,
C1509379,IN,glyceryl laurate,,
C1509509,,,,
C1509549,,,,
C1509685,IN,pomegranate fruit extract,,
C1509789,IN,soy sterol,,
C1509794,IN,saw palmetto fruit extract,,
C1509841,IN,hydrogenated soybean oil,,
C1510976,,,,
C1511217,,,,
C1511767,,,,
C1512536,,,,
C1513105,,,,
C1515388,,,,
C1515405,,,,
C1515682,,,,
C1516119,IN,sorafenib,L01EX02,sorafenib
C1516302,,,,
C1516481,,,,
C1517301,,,,
C1518416,,,,
C1519641,,,,
C1519948,,,,
C1522480,,,,
C1522481,,,,
C1522569,,,,
C1527003,,,,
C1527027,IN,romidepsin,L01XH02,romidepsin
C1527262,,,,
C1529212,,,,
C1529660,,,,
C1529682,,,,
C1530072,IN,vilazodone,N06AX24,vilazodone
C1530433,,,,
C1530889,IN,teduglutide,A16AX08,teduglutide
C1531015,IN,pegaptanib,S01LA03,pegaptanib
C1531556,,,,
C1533126,IN,milnacipran,N06AX17,milnacipran
C1533505,IN,Echinacea root extract,,
C1533643,PIN,glycolic acid,,
C1533699,IN,gemtuzumab ozogamicin,L01FX02,gemtuzumab ozogamicin
C1541395,,,,
C1541483,IN,eculizumab,L04AJ01,eculizumab
C1541591,,,V10XA03,iodine (131I) omburtamab
C1541592,,,,
C1541677,,,,
C1548477,,,,
C1565135,,,,
C1565316,IN,ramelteon,N05CH02,ramelteon
C1565750,IN,sitagliptin,A10BH01,sitagliptin
C1566537,IN,ranibizumab,S01LA04,ranibizumab
C1566826,IN,rilpivirine,J05AG05,rilpivirine
C1567130,IN,inotuzumab ozogamicin,L01FB01,inotuzumab ozogamicin
C1567753,,,,
C1568094,,,,
C1568156,,,,
C1569608,IN,varenicline,N07BA03;S01XA28,varenicline
C1569696,,,,
C1570187,,,,
C1570308,,,,
C1570906,IN,vildagliptin,A10BH02,vildagliptin
C1571583,IN,dabigatran etexilate,B01AE07,dabigatran etexilate
C1572489,PIN,magnesium sulfate anhydrous,,
C1572572,,,,
C1572729,IN,eleuthero preparation,,
C1572738,,,,
C1572748,,,,
C1572775,IN,oxidronate,,
C1576662,IN,Senna leaf extract,,
C1576729,PIN,pegaptanib sodium,,
C1579194,,,,
C1579322,,,,
C1589326,,,,
C1589331,IN,botulism immune globulin IV human,,
C1589335,BN,BabyBIG,,
C1589560,BN,Cantharone,,
C1601139,IN,ferric hexacyanoferrate,,
C1601799,IN,phosphate ion,,
C1608295,IN,articaine,N01BB08,articaine
C1608841,IN,ustekinumab,L04AC05,ustekinumab
C1609165,IN,tocilizumab,L04AC07,tocilizumab
C1609686,IN,lucinactant,,
C1609931,IN,siltuximab,L04AC11,siltuximab
C1610514,,,,
C1611088,IN,calcium carbimide,N07BB02,calcium carbimide
C1611934,IN,saxagliptin,A10BH03,saxagliptin
C1612300,,,,
C1613372,,,,
C1613399,,,,
C1614456,IN,drometrizole trisiloxane,,
C1615089,IN,lauryl glucoside,,
C1615657,IN,galsulfase,A16AB08,galsulfase
C1615665,PIN,"hyaluronidase, bovine",,
C1616289,,,,
C1619629,IN,deferasirox,V03AC03,deferasirox
C1619908,,,,
C1619962,IN,belatacept,L04AA28,belatacept
C1619966,IN,abatacept,L04AA24,abatacept
