cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name,unique_pub_count
C0038425,IN,streptomycin,A07AA04,streptomycin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,"antibiotics, intestinal",A07AA04,streptomycin,556
C0038425,IN,streptomycin,J01GA01,streptomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01GA,Streptomycins,J01GA01,streptomycin,556
C0038432,IN,streptozocin,L01AD04,streptozocin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AD,"Nitrosoureas, antineoplastic alkylating agents",L01AD04,streptozocin,43
C0038627,IN,succinylcholine,M03AB01,suxamethonium,M,MUSCULO-SKELETAL SYSTEM DRUGS,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AB,"Choline derivative muscle relaxants, peripherally acting",M03AB01,suxamethonium,572
C0038633,IN,sucralfate,A02BX02,sucralfate,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC,A02BX02,sucralfate,56
C0038665,IN,sulbactam,J01CG01,sulbactam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CG,"Beta-lactamase inhibitors, systemic penicillins",J01CG01,sulbactam,307
C0038666,IN,sulbenicillin,J01CA16,sulbenicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,J01CA16,sulbenicillin,10
C0038670,IN,sulfacetamide,D10AF06,sulfacetamide,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne,D10AF06,sulfacetamide,23
C0038670,IN,sulfacetamide,S01AB04,sulfacetamide,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AB,"Sulfonamides, ophthalmologic antiinfectives",S01AB04,sulfacetamide,23
C0038675,IN,sulfadiazine,J01EC02,sulfadiazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EC,Intermediate-acting sulfonamides,J01EC02,sulfadiazine,220
C0038676,IN,sulfadimethoxine,J01ED01,sulfadimethoxine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01ED,Long-acting sulfonamides,J01ED01,sulfadimethoxine,3
C0038681,IN,sulfaguanidine,A07AB03,sulfaguanidine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,"Sulfonamides, intestinal antiinfectives",A07AB03,sulfaguanidine,1
C0038683,IN,sulfalene,J01ED02,sulfalene,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01ED,Long-acting sulfonamides,J01ED02,sulfalene,30
C0038684,IN,sulfamerazine,D06BA06,sulfamerazine,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,"Sulfonamides, topical",D06BA06,sulfamerazine,6
C0038684,IN,sulfamerazine,J01ED07,sulfamerazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01ED,Long-acting sulfonamides,J01ED07,sulfamerazine,6
C0038685,,,J01ED04,sulfametoxydiazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01ED,Long-acting sulfonamides,J01ED04,sulfametoxydiazine,6
C0038686,IN,sulfamethazine,J01EB03,sulfadimidine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EB,Short-acting sulfonamides,J01EB03,sulfadimidine,31
C0038687,IN,sulfamethizole,B05CA04,sulfamethizole,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA04,sulfamethizole,20
C0038687,IN,sulfamethizole,D06BA04,sulfamethizole,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,"Sulfonamides, topical",D06BA04,sulfamethizole,20
C0038687,IN,sulfamethizole,J01EB02,sulfamethizole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EB,Short-acting sulfonamides,J01EB02,sulfamethizole,20
C0038687,IN,sulfamethizole,S01AB01,sulfamethizole,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AB,"Sulfonamides, ophthalmologic antiinfectives",S01AB01,sulfamethizole,20
C0038689,IN,sulfamethoxazole,J01EC01,sulfamethoxazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EC,Intermediate-acting sulfonamides,J01EC01,sulfamethoxazole,1460
C0038693,IN,sulfamethoxypyridazine,J01ED05,sulfamethoxypyridazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01ED,Long-acting sulfonamides,J01ED05,sulfamethoxypyridazine,3
C0038700,IN,sulfamoxole,J01EC03,sulfamoxole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EC,Intermediate-acting sulfonamides,J01EC03,sulfamoxole,9
C0038702,IN,sulfanilamide,D06BA05,sulfanilamide,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,"Sulfonamides, topical",D06BA05,sulfanilamide,90
C0038702,IN,sulfanilamide,J01EB06,sulfanilamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EB,Short-acting sulfonamides,J01EB06,sulfanilamide,90
C0038706,,,J01ED08,sulfaphenazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01ED,Long-acting sulfonamides,J01ED08,sulfaphenazole,5
C0038706,,,S01AB05,sulfafenazol,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AB,"Sulfonamides, ophthalmologic antiinfectives",S01AB05,sulfafenazol,5
C0038710,IN,sulfapyridine,J01EB04,sulfapyridine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EB,Short-acting sulfonamides,J01EB04,sulfapyridine,35
C0038722,IN,sulfathiazole,D06BA02,sulfathiazole,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,"Sulfonamides, topical",D06BA02,sulfathiazole,7
C0038722,IN,sulfathiazole,J01EB07,sulfathiazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EB,Short-acting sulfonamides,J01EB07,sulfathiazole,7
C0038742,IN,sulfinpyrazone,M04AB02,sulfinpyrazone,M,MUSCULO-SKELETAL SYSTEM DRUGS,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,M04AB02,sulfinpyrazone,5
C0038744,IN,sulfisomidine,J01EB01,sulfaisodimidine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EB,Short-acting sulfonamides,J01EB01,sulfaisodimidine,2
C0038745,IN,sulfisoxazole,J01EB05,sulfafurazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,J01EB,Short-acting sulfonamides,J01EB05,sulfafurazole,75
C0038745,IN,sulfisoxazole,S01AB02,sulfafurazole,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AB,"Sulfonamides, ophthalmologic antiinfectives",S01AB02,sulfafurazole,75
C0038753,IN,sulfobromophthalein,V04CE02,sulfobromophthalein,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CE,liver functional capacity test diagnostic agents,V04CE02,sulfobromophthalein,20
C0038792,IN,sulindac,M01AB02,sulindac,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB,Acetic acid derivatives and related substances,M01AB02,sulindac,34
C0038803,IN,sulpiride,N05AL01,sulpiride,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamide antipsychotics,N05AL01,sulpiride,64
C0038807,IN,sulthiame,N03AX03,sultiame,N,NERVOUS SYSTEM DRUGS,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics in ATC,N03AX03,sultiame,60
C0038878,IN,suprofen,M01AE07,suprofen,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,"Propionic acid derivatives, antiinflammatory and antirheumatic products",M01AE07,suprofen,10
C0039245,IN,tacrine,N06DA01,tacrine,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06D,ANTI-DEMENTIA DRUGS,N06DA,Anticholinesterase anti-dementia drugs,N06DA01,tacrine,1
C0039266,IN,talampicillin,J01CA15,talampicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,J01CA15,talampicillin,2
C0039286,IN,tamoxifen,L02BA01,tamoxifen,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BA,Anti-estrogens,L02BA01,tamoxifen,177
C0039419,PIN,technetium Tc-99m sulfur colloid,V09DB05,technetium (99mTc) sulfur colloid,V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09D,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,V09DB,"Technetium (99mTc), particles and colloids",V09DB05,technetium (99mTc) sulfur colloid,164
C0039468,IN,temazepam,N05CD07,temazepam,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivative hypnotics and sedatives,N05CD07,temazepam,36
C0039512,IN,teniposide,L01CB02,teniposide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01C,"PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS",L01CB,"Podophyllotoxin derivatives, antineoplastic drugs",L01CB02,teniposide,174
C0039542,IN,terbutaline,R03AC03,terbutaline,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonist inhalants,R03AC03,terbutaline,574
C0039542,IN,terbutaline,R03CC03,terbutaline,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,"Selective beta-2-adrenoreceptor agonists, systemic",R03CC03,terbutaline,574
C0039601,IN,testosterone,G03BA03,testosterone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BA,3-oxoandrosten (4) derivatives,G03BA03,testosterone,5823
C0039623,IN,tetrabenazine,N07XX06,tetrabenazine,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07X,OTHER NERVOUS SYSTEM DRUGS in ATC,N07XX,Other nervous system drugs in ATC,N07XX06,tetrabenazine,42
C0039629,IN,tetracaine,C05AD02,tetracaine,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics for treatment of hemorrhoids and anal fissures for topical use,C05AD02,tetracaine,162
C0039629,IN,tetracaine,D04AB06,tetracaine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AB,Anesthetics for topical use,D04AB06,tetracaine,162
C0039629,IN,tetracaine,N01BA03,tetracaine,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01B,LOCAL ANESTHETICS,N01BA,Esters of aminobenzoic acid for local anesthesia,N01BA03,tetracaine,162
C0039629,IN,tetracaine,S01HA03,tetracaine,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01H,"Local anesthetics, ophthalmologic",S01HA,Local anesthetics,S01HA03,tetracaine,162
C0039644,IN,tetracycline,A01AB13,tetracycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB13,tetracycline,1280
C0039644,IN,tetracycline,D06AA04,tetracycline,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AA,"Tetracycline and derivatives, topical antibiotics",D06AA04,tetracycline,1280
C0039644,IN,tetracycline,J01AA07,tetracycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,Tetracycline antibiotics,J01AA,Tetracyclines,J01AA07,tetracycline,1280
C0039644,IN,tetracycline,S01AA09,tetracycline,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AA,"Antibiotics, ophthalmologic",S01AA09,tetracycline,1280
C0039644,IN,tetracycline,S02AA08,tetracycline,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02A,"ANTIINFECTIVE DRUGS, OTOLOGIC",S02AA,Antiinfectives,S02AA08,tetracycline,1280
C0039644,IN,tetracycline,S03AA02,tetracycline,S,SENSORY ORGAN DRUGS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,"ANTIINFECTIVES, OPHTHALMOLOGIC AND OTOLOGIC",S03AA,Antiinfectives,S03AA02,tetracycline,1280
C0039663,IN,dronabinol,A04AD10,dronabinol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics in ATC,A04AD10,dronabinol,204
C0039736,IN,thalidomide,L04AX02,thalidomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AX,Other immunosuppressants in ATC,L04AX02,thalidomide,300
C0039763,IN,theobromine,C03BD01,theobromine,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BD,"Xanthine derivatives, low-ceiling diuretics",C03BD01,theobromine,61
C0039763,IN,theobromine,R03DA07,theobromine,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03DA,"Xanthines, systemic for obstructive airway disease",R03DA07,theobromine,61
C0039771,IN,theophylline,R03DA04,theophylline,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03DA,"Xanthines, systemic for obstructive airway disease",R03DA04,theophylline,1319
C0039832,IN,thiabendazole,D01AC06,tiabendazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,"Imidazole and triazole derivatives, topical antifungals",D01AC06,tiabendazole,98
C0039832,IN,thiabendazole,P02CA02,tiabendazole,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CA,"Benzimidazole derivatives, antinematodal",P02CA02,tiabendazole,98
C0039834,,,J04AK07,thioacetazone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis in ATC,J04AK07,thioacetazone,20
C0039840,IN,thiamine,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",A11DA01,thiamine (vit B1),948
C0039854,IN,thiamphenicol,J01BA02,thiamphenicol,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01B,AMPHENICOLS,J01BA,"Amphenicol antibacterials, systemic",J01BA02,thiamphenicol,25
C0039865,IN,thiethylperazine,R06AD03,thiethylperazine,R,RESPIRATORY SYSTEM DRUGS,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,"Phenothiazine derivatives, systemic antihistamines",R06AD03,thiethylperazine,2
C0039867,IN,thimerosal,D08AK06,thiomersal,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AK,Mercurial antiseptic and disinfectant products,D08AK06,thiomersal,192
C0039871,IN,thiotepa,L01AC01,thiotepa,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AC,"Ethylene imines, antineoplastic alkylating drugs",L01AC01,thiotepa,404
C0039902,IN,thioguanine,L01BB03,tioguanine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BB,"Purine analogs, antimetabolites antineoplastic",L01BB03,tioguanine,551
C0039925,IN,thiopental,N01AF03,thiopental,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AF,"Barbiturates for general anesthesia, plain",N01AF03,thiopental,700
C0039925,IN,thiopental,N05CA19,thiopental,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, hypnotics and sedatives, plain",N05CA19,thiopental,700
C0039943,IN,thioridazine,N05AC02,thioridazine,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,"Phenothiazines with piperidine structure, antipsychotics",N05AC02,thioridazine,85
C0039955,IN,thiothixene,N05AF04,tiotixene,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,"Thioxanthene derivatives, antipsychotic",N05AF04,tiotixene,7
C0039962,IN,thiram,P03AA05,thiram,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AA,Sulfur containing product ectoparasiticides,P03AA05,thiram,15
C0040018,IN,thrombin,B02BC06,thrombin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,B02BC06,thrombin,1189
C0040018,IN,thrombin,B02BD30,thrombin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,B02BD30,thrombin,1189
C0040108,IN,moxisylyte,C04AX10,moxisylyte,C,CARDIOVASCULAR SYSTEM DRUGS,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators in ATC,C04AX10,moxisylyte,1
C0040108,IN,moxisylyte,G04BE06,moxisylyte,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,G04BE06,moxisylyte,1
C0040160,IN,thyrotropin,V04CJ01,thyrotropin,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CJ,thyreoidea function test diagnostic agents,V04CJ01,thyrotropin,4581
C0040162,IN,thyrotropin-releasing hormone,V04CJ02,protirelin,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CJ,thyreoidea function test diagnostic agents,V04CJ02,protirelin,741
C0040180,IN,tiapride,N05AL03,tiapride,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamide antipsychotics,N05AL03,tiapride,35
C0040193,IN,ticarcillin,J01CA13,ticarcillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,J01CA13,ticarcillin,133
C0040207,IN,ticlopidine,B01AC05,ticlopidine,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,B01AC05,ticlopidine,72
C0040209,,,C03CC02,tienilic acid,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CC,"Aryloxyacetic acid derivatives, high-ceiling diuretics",C03CC02,tienilic acid,1
C0040219,IN,tilidine,N02AX01,tilidine,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02A,OPIOID ANALGESICS,N02AX,Other opioids in ATC,N02AX01,tilidine,4
C0040233,IN,timolol,C07AA06,timolol,C,CARDIOVASCULAR SYSTEM DRUGS,C07,beta-Adrenergic Blocking Agents,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",C07AA06,timolol,180
C0040233,IN,timolol,S01ED01,timolol,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,"Beta blocking agents, antiglaucoma preparations and miotics",S01ED01,timolol,180
C0040263,IN,tinidazole,G01AF21,tinidazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,"Imidazole derivatives, gyncological antiinfectives",G01AF21,tinidazole,98
C0040263,IN,tinidazole,J01XD02,tinidazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS in ATC,J01XD,"Imidazole derivatives, antibacterial for systemic use",J01XD02,tinidazole,98
