cui,rxnorm_name,atc_code,ladder
C0065936,menatetrenone,M05BX08,"M MUSCULO-SKELETAL SYSTEM DRUGS
M05 DRUGS FOR TREATMENT OF BONE DISEASES
M05B DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
M05BX Other drugs affecting bone structure and mineralization in ATC
M05BX08 menatetrenone"
C0065961,mepindolol,C07AA14,"C CARDIOVASCULAR SYSTEM DRUGS
C07 beta-Adrenergic Blocking Agents
C07A BETA BLOCKING AGENTS
C07AA Beta blocking agents, non-selective
C07AA14 mepindolol"
C0065972,mequitazine,R06AD07,"R RESPIRATORY SYSTEM DRUGS
R06 ANTIHISTAMINES FOR SYSTEMIC USE
R06A ANTIHISTAMINES FOR SYSTEMIC USE
R06AD Phenothiazine derivatives, systemic antihistamines
R06AD07 mequitazine"
C0066005,meropenem,J01DH02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DH Carbapenems
J01DH02 meropenem"
C0066469,metopimazine,A04AD05,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A04 ANTIEMETICS AND ANTINAUSEANTS
A04A ANTIEMETICS AND ANTINAUSEANTS
A04AD Other antiemetics in ATC
A04AD05 metopimazine"
C0066477,metylperon,N05AD03,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05A ANTIPSYCHOTICS
N05AD Butyrophenone derivatives, antipsychotics
N05AD03 melperone"
C0066520,micronomicin,S01AA22,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01A ANTIINFECTIVE OPHTHALMOLOGICS
S01AA Antibiotics, ophthalmologic
S01AA22 micronomicin"
C0066522,ocriplasmin,S01XA22,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01X OTHER OPHTHALMOLOGICALS IN ATC
S01XA Other ophthalmologicals in ATC
S01XA22 ocriplasmin"
C0066531,midecamycin,J01FA03,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS
J01FA Macrolides
J01FA03 midecamycin"
C0066561,minaprine,N06AX07,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AX Other antidepressants in ATC
N06AX07 minaprine"
C0066673,moclobemide,N06AG02,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AG MAO A Inhibitors, antidepressant drugs
N06AG02 moclobemide"
C0066677,modafinil,N06BA07,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS
N06BA Centrally acting sympathomimetics
N06BA07 modafinil"
C0066803,morniflumate,M01AX22,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AX Other antiinflammatory and antirheumatic agents, non-steroids in ATC
M01AX22 morniflumate"
C0066805,moroxydine,J05AX01,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AX Other antivirals in ATC
J05AX01 moroxydine"
C0066837,moxonidine,C02AC05,"C CARDIOVASCULAR SYSTEM DRUGS
C02 ANTIHYPERTENSIVES
C02A ANTIADRENERGIC AGENTS, CENTRALLY ACTING
C02AC Imidazoline receptor agonists
C02AC05 moxonidine"
C0068006,miltefosine,P01CX04,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P01 ANTIPROTOZOALS
P01C AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P01CX Other agents against leishmaniasis and trypanosomiasis in ATC
P01CX04 miltefosine"
C0068333,nabilone,A04AD11,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A04 ANTIEMETICS AND ANTINAUSEANTS
A04A ANTIEMETICS AND ANTINAUSEANTS
A04AD Other antiemetics in ATC
A04AD11 nabilone"
C0068334,nabumetone,M01AX01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AX Other antiinflammatory and antirheumatic agents, non-steroids in ATC
M01AX01 nabumetone"
C0068367,naftifine,D01AE22,"D DERMATOLOGICALS
D01 ANTIFUNGALS FOR DERMATOLOGICAL USE
D01A ANTIFUNGALS FOR TOPICAL USE
D01AE Other antifungals for topical use in ATC
D01AE22 naftifine"
C0068377,nalmefene,N07BB05,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07B DRUGS USED IN ADDICTIVE DISORDERS
N07BB Drugs used in alcohol dependence
N07BB05 nalmefene"
C0068475,nebivolol,C07AB12,"C CARDIOVASCULAR SYSTEM DRUGS
C07 beta-Adrenergic Blocking Agents
C07A BETA BLOCKING AGENTS
C07AB Beta blocking agents, selective
C07AB12 nebivolol"
C0068483,nedocromil,R01AC07,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AC Antiallergic nasal preparations for topical use, excl. corticosteroids
R01AC07 nedocromil"
C0068483,nedocromil,R03BC03,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03B OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC
R03BC Antiallergic inhalants for obstructive airway diseases, excl. corticosteroids
R03BC03 nedocromil"
C0068483,nedocromil,S01GX04,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01G DECONGESTANTS AND ANTIALLERGICS
S01GX Other antiallergics in ATC
S01GX04 nedocromil"
C0068485,nefazodone,N06AX06,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AX Other antidepressants in ATC
N06AX06 nefazodone"
C0068673,niaprazine,N05CM16,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CM Other hypnotics and sedatives in ATC
N05CM16 niaprazine"
C0068699,,N02AA04,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02A OPIOID ANALGESICS
N02AA Natural opium alkaloid analgesics
N02AA04 nicomorphine"
C0068700,nicorandil,C01DX16,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01D VASODILATORS USED IN CARDIAC DISEASES
C01DX Other vasodilators used in cardiac diseases in ATC
C01DX16 nicorandil"
C0068742,nifuroxazide,A07AX03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A07 ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07A INTESTINAL ANTIINFECTIVES
A07AX Other intestinal antiinfectives in ATC
A07AX03 nifuroxazide"
C0068788,nitazoxanide,P01AX11,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P01 ANTIPROTOZOALS
P01A AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
P01AX Other agents against amoebiasis and other protozoal diseases in ATC
P01AX11 nitazoxanide"
C0068881,nitroxoline,J01XX07,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01X OTHER ANTIBACTERIALS in ATC
J01XX Other antibacterials in ATC
J01XX07 nitroxoline"
C0068897,tiagabine,N03AG06,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AG Fatty acid derivatives, antiepileptics
N03AG06 tiagabine"
C0068922,nomegestrol,G03DB04,"G GENITO URINARY SYSTEM AND SEX HORMONES
G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03D PROGESTOGEN SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03DB Pregnadien derivatives, progestogens
G03DB04 nomegestrol"
C0068955,theodrenaline,C01CA23,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
C01CA Adrenergic and dopaminergic cardiac stimulants
C01CA23 theodrenaline"
C0068978,cafedrine,C01CA21,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
C01CA Adrenergic and dopaminergic cardiac stimulants
C01CA21 cafedrine"
C0069008,normethadone,R05DA06,"R RESPIRATORY SYSTEM DRUGS
R05 COUGH AND COLD PREPARATIONS
R05D COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DA Opium alkaloids and derivatives, cough suppressants
R05DA06 normethadone"
C0069021,cathine,A08AA07,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A08 ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08A ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08AA Centrally acting antiobesity products
A08AA07 cathine"
C0069351,octenidine,A01AB24,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A01 STOMATOLOGICAL PREPARATIONS
A01A STOMATOLOGICAL PREPARATIONS
A01AB Antiinfectives and antiseptics for local oral treatment
A01AB24 octenidine"
C0069351,octenidine,R02AA21,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AA Antiseptic throat preparations
R02AA21 octenidine"
C0069454,olsalazine,A07EC03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A07 ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07E INTESTINAL ANTIINFLAMMATORY AGENTS
A07EC Aminosalicylic acid and similar agents
A07EC03 olsalazine"
C0069562,,A02BX14,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A02 DRUGS FOR ACID RELATED DISORDERS
A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BX Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC
A02BX14 rebamipide"
C0069638,orgotein,M01AX14,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AX Other antiinflammatory and antirheumatic agents, non-steroids in ATC
M01AX14 orgotein"
C0069709,,N06AX10,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AX Other antidepressants in ATC
N06AX10 oxaflozane"
C0069717,oxaliplatin,L01XA03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XA Platinum compounds, antineoplastic drugs
L01XA03 oxaliplatin"
C0069734,oxantel,P02CC02,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P02 ANTHELMINTICS
P02C ANTINEMATODAL AGENTS
P02CC Tetrahydropyrimidine derivatives, antinematodal
P02CC02 oxantel"
C0069751,oxcarbazepine,N03AF02,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AF Carboxamide derivatives, antiepileptics
N03AF02 oxcarbazepine"
C0069760,oxetorone,N02CX06,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02C ANTIMIGRAINE PREPARATIONS
N02CX Other antimigraine preparations in ATC
N02CX06 oxetorone"
C0069765,oxiconazole,D01AC11,"D DERMATOLOGICALS
D01 ANTIFUNGALS FOR DERMATOLOGICAL USE
D01A ANTIFUNGALS FOR TOPICAL USE
D01AC Imidazole and triazole derivatives, topical antifungals
D01AC11 oxiconazole"
C0069765,oxiconazole,G01AF17,"G GENITO URINARY SYSTEM AND SEX HORMONES
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AF Imidazole derivatives, gyncological antiinfectives
G01AF17 oxiconazole"
C0069805,oxybutynin,G04BD04,"G GENITO URINARY SYSTEM AND SEX HORMONES
G04 UROLOGICALS
G04B UROLOGICALS
G04BD Drugs for urinary frequency and incontinence
G04BD04 oxybutynin"
C0069833,oxyphencyclimine,A03AA01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03AA Synthetic anticholinergics, esters with tertiary amino group for functional gastrointestinal disorders
A03AA01 oxyphencyclimine"
C0070034,pantethine,A11HA32,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A11 VITAMINS
A11H OTHER PLAIN VITAMIN PREPARATIONS in ATC
A11HA Other plain vitamin preparations in ATC
A11HA32 pantethine"
C0070072,paramethadione,N03AC01,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AC Oxazolidine derivatives, antiepileptics
N03AC01 paramethadione"
C0070093,teriparatide,H05AA02,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H05 CALCIUM HOMEOSTASIS
H05A PARATHYROID HORMONES AND ANALOGUES
H05AA Parathyroid hormones and analogues
H05AA02 teriparatide"
C0070122,paroxetine,N06AB05,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AB Selective serotonin reuptake inhibitors
N06AB05 paroxetine"
C0070166,clopidogrel,B01AC04,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AC Platelet aggregation inhibitors excl. heparin
B01AC04 clopidogrel"
C0070203,pectin,A07BC01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A07 ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07B INTESTINAL ADSORBENTS
A07BC Other intestinal adsorbents in ATC
A07BC01 pectin"
C0070217,,J01CE06,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS
J01CE Beta-lactamase sensitive penicillins
J01CE06 penamecillin"
C0070325,peppermint oil,A03AX15,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03AX Other drugs for functional gastrointestinal disorders in ATC
A03AX15 menthae piperitae aetheroleum"
C0070455,permethrin,P03AC04,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P03 ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS
P03A ECTOPARASITICIDES, INCL. SCABICIDES
P03AC Pyrethrines, incl. synthetic compounds, ectoparasiticides, incl. scabicides
P03AC04 permethrin"
C0070525,phenacemide,N03AX07,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AX Other antiepileptics in ATC
N03AX07 phenacemide"
C0070557,phenethicillin,J01CE05,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS
J01CE Beta-lactamase sensitive penicillins
J01CE05 pheneticillin"
C0070570,phenol,C05BB05,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05B ANTIVARICOSE THERAPY DRUGS
C05BB Sclerosing agents for local injection
C05BB05 phenol"
C0070570,phenol,D08AE03,"D DERMATOLOGICALS
D08 ANTISEPTICS AND DISINFECTANTS
D08A ANTISEPTICS AND DISINFECTANTS
D08AE Phenol and derivatives, antiseptics and disinfectants
D08AE03 phenol"
C0070570,phenol,N01BX03,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01B LOCAL ANESTHETICS
N01BX Other local anesthetics in ATC
N01BX03 phenol"
C0070570,phenol,R02AA19,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AA Antiseptic throat preparations
R02AA19 phenol"
C0070585,phenothrin,P03AC03,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P03 ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS
P03A ECTOPARASITICIDES, INCL. SCABICIDES
P03AC Pyrethrines, incl. synthetic compounds, ectoparasiticides, incl. scabicides
P03AC03 phenothrin"
C0070694,edaravone,N07XX14,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07X OTHER NERVOUS SYSTEM DRUGS in ATC
N07XX Other nervous system drugs in ATC
N07XX14 edaravone"
C0070742,pholcodine,R05DA08,"R RESPIRATORY SYSTEM DRUGS
R05 COUGH AND COLD PREPARATIONS
R05D COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DA Opium alkaloids and derivatives, cough suppressants
R05DA08 pholcodine"
C0070895,foscarnet,J05AD01,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AD Phosphonic acid derivatives, direct acting antivirals
J05AD01 foscarnet"
C0071043,,B01AC03,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AC Platelet aggregation inhibitors excl. heparin
B01AC03 picotamide"
C0071082,,N05BA14,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05B ANXIOLYTICS
N05BA Benzodiazepine derivative anxiolytics
N05BA14 pinazepam"
C0071097,pioglitazone,A10BG03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BG Thiazolidinediones, blood glucose lowering drugs
A10BG03 pioglitazone"
C0071098,pipamperone,N05AD05,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05A ANTIPSYCHOTICS
N05AD Butyrophenone derivatives, antipsychotics
N05AD05 pipamperone"
C0071099,pipazethate,R05DB11,"R RESPIRATORY SYSTEM DRUGS
R05 COUGH AND COLD PREPARATIONS
R05D COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DB Other cough suppressants in ATC
R05DB11 pipazetate"
C0071103,pipenzolate,A03AB14,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03AB Synthetic anticholinergics, quaternary ammonium compounds for functional gastrointestinal disorders
A03AB14 pipenzolate"
C0071126,pirarubicin,L01DB08,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01D CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01DB Anthracyclines and related substances
L01DB08 pirarubicin"
C0071129,pirbuterol,R03AC08,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A ADRENERGICS, INHALANTS
R03AC Selective beta-2-adrenoreceptor agonist inhalants
R03AC08 pirbuterol"
C0071129,pirbuterol,R03CC07,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03C ADRENERGICS FOR SYSTEMIC USE
R03CC Selective beta-2-adrenoreceptor agonists, systemic
R03CC07 pirbuterol"
C0071132,piretanide,C03CA03,"C CARDIOVASCULAR SYSTEM DRUGS
C03 DIURETICS
C03C HIGH-CEILING DIURETICS
C03CA sulfonamides, high-ceiling diuretics, plain
C03CA03 piretanide"
C0071152,,M01AE08,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AE Propionic acid derivatives, antiinflammatory and antirheumatic products
M01AE08 pirprofen"
C0071304,isradipine,C08CA03,"C CARDIOVASCULAR SYSTEM DRUGS
C08 CALCIUM CHANNEL BLOCKERS
C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08CA Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects
C08CA03 isradipine"
C0071330,polidocanol,C05BB02,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05B ANTIVARICOSE THERAPY DRUGS
C05BB Sclerosing agents for local injection
C05BB02 polidocanol"
C0071359,,L03AX08,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03 IMMUNOSTIMULANTS
L03A IMMUNOSTIMULANTS
L03AX Other immunostimulants in ATC
L03AX08 poly ICLC"
C0071568,pegaspargase,L01XX24,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX24 pegaspargase"
C0071751,potassium bicarbonate,A12BA04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A12 MINERAL SUPPLEMENTS
A12B POTASSIUM SUPPLEMENTS
A12BA Potassium
A12BA04 potassium hydrogencarbonate"
C0071774,potassium perchlorate,H03BC01,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H03 THYROID THERAPY DRUGS
H03B ANTITHYROID PREPARATIONS
H03BC Perchlorate antithyroid preparations
H03BC01 potassium perchlorate"
C0071808,pralidoxime,V03AB04,"V VARIOUS DRUG CLASSES IN ATC
V03 ALL OTHER THERAPEUTIC PRODUCTS
V03A ALL OTHER THERAPEUTIC PRODUCTS
V03AB Antidotes
V03AB04 pralidoxime"
C0071810,pramoxine,C05AD07,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05AD Local anesthetics for treatment of hemorrhoids and anal fissures for topical use
C05AD07 pramocaine"
C0071810,pramoxine,D04AB07,"D DERMATOLOGICALS
D04 ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
D04A ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
D04AB Anesthetics for topical use
D04AB07 pramocaine"
C0071836,prednicarbate,D07AC18,"D DERMATOLOGICALS
D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07A CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN
D07AC Corticosteroids, potent (group III)
D07AC18 prednicarbate"
C0072032,procaterol,R03AC16,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A ADRENERGICS, INHALANTS
R03AC Selective beta-2-adrenoreceptor agonist inhalants
R03AC16 procaterol"
C0072032,procaterol,R03CC08,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03C ADRENERGICS FOR SYSTEMIC USE
R03CC Selective beta-2-adrenoreceptor agonists, systemic
R03CC08 procaterol"
C0072076,progabide,N03AG05,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AG Fatty acid derivatives, antiepileptics
N03AG05 progabide"
C0072151,promestriene,G03CA09,"G GENITO URINARY SYSTEM AND SEX HORMONES
G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03C ESTROGENS, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03CA Natural and semisynthetic estrogens, plain
G03CA09 promestriene"
C0072159,propamidine,D08AC03,"D DERMATOLOGICALS
D08 ANTISEPTICS AND DISINFECTANTS
D08A ANTISEPTICS AND DISINFECTANTS
D08AC Biguanides and amidines as antiseptics and disinfectants
D08AC03 propamidine"
C0072159,propamidine,S01AX15,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01A ANTIINFECTIVE OPHTHALMOLOGICS
S01AX Other antiinfectives in ATC
S01AX15 propamidine"
C0072171,propentofylline,N06BC02,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS
N06BC Xanthine derivatives, psychostimulants, agents used for ADHD and nootropics
N06BC02 propentofylline"
C0072176,propicillin,J01CE03,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS
J01CE Beta-lactamase sensitive penicillins
J01CE03 propicillin"
C0072245,propyphenazone,N02BB04,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02B OTHER ANALGESICS AND ANTIPYRETICS in ATC
N02BB Pyrazolones, analgesics and antipyretics
N02BB04 propyphenazone"
C0072247,proquazone,M01AX13,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AX Other antiinflammatory and antirheumatic agents, non-steroids in ATC
M01AX13 proquazone"
C0072315,proglumetacin,M01AB14,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AB Acetic acid derivatives and related substances
M01AB14 proglumetacin"
C0072510,proparacaine,S01HA04,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01H Local anesthetics, ophthalmologic
S01HA Local anesthetics
S01HA04 proxymetacaine"
C0072511,proxyphylline,R03DA03,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC
R03DA Xanthines, systemic for obstructive airway disease
R03DA03 proxyphylline"
C0072652,,S01BC09,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01B ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC
S01BC Antiinflammatory agents, non-steroidal, ophthalmologic
S01BC09 pranoprofen"
C0072804,pyrvinium,P02CX01,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P02 ANTHELMINTICS
P02C ANTINEMATODAL AGENTS
P02CX Other antinematodals in ATC
P02CX01 pyrvinium"
